system:index,B11_median,B12_median,B1_median,B2_count,B2_median,B3_median,B4_median,B5_median,B6_median,B7_median,B8A_median,B8_median,B9_median,cloud_cover,clouds_count,date,lat,lon,product_id,sensor,shadows_count,site_no,solar_az,solar_zen,water_median,.geo
20180707T062629_20180707T062713_T45WVS_1,18.999999999999993,11.0,1067.0,353,734.0,448.0,263.0,227.00000000000009,198.99999999999994,183.99999999999991,133.99999999999997,145.0,57.000000000000014,28.5654,353,2018-07-07,69.37340000000002,86.12130000000002,S2B_MSIL1C_20180707T062629_N0206_R077_T45WVS_20180707T083218,Sentinel-2B,353,Yenisey,182.650663442,46.3539167977,0.9191322022296011,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180707T062629_20180707T062713_T45WVT_1,18.999999999999993,11.0,1067.0,353,733.9999999999999,448.0,263.0,227.00000000000009,198.9999999999999,184.0,134.0,145.0,57.00000000000001,6.4449,353,2018-07-07,69.37340000000002,86.12130000000002,S2B_MSIL1C_20180707T062629_N0206_R077_T45WVT_20180707T083218,Sentinel-2B,353,Yenisey,182.482523021,47.2476286312,0.9191322022296011,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180709T011651_20180709T011654_T57WWS_3,596.5208823529412,554.1029023746702,1874.9999999999998,347,1626.0,1466.0,1389.0,1320.0,1198.229274611399,1238.1666666666667,1154.0,1120.475155279503,500.0,29.0925,347,2018-07-09,68.75,161.3,S2A_MSIL1C_20180709T011651_N0206_R031_T57WWS_20180709T031030,Sentinel-2A,347,Kolyma,178.091609847,46.5451762513,0.4234012764662945,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180709T070619_20180709T070619_T41WPP_0,50.0,37.0,1306.0,11,901.0,571.0,399.0,363.0,283.0,268.0,189.0,217.0,67.0,48.8344,11,2018-07-09,66.63000000000001,66.6,S2B_MSIL1C_20180709T070619_N0206_R106_T41WPP_20180709T091612,Sentinel-2B,11,Ob,170.539275436,44.0782601257,0.8406503796577454,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180709T070619_20180709T070619_T41WPQ_0,49.0,36.0,1306.0,36,901.0,578.0,404.0,367.0,283.0,269.0,189.0,217.0,66.0,12.8817,36,2018-07-09,66.63000000000001,66.6,S2B_MSIL1C_20180709T070619_N0206_R106_T41WPQ_20180709T091612,Sentinel-2B,36,Ob,170.774350398,44.9571506661,0.8419354557991028,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180710T072621_20180710T072616_T41WPQ_0,329.0,272.0,1372.0,41,1051.0,786.0,662.0,663.0,625.0,630.0,567.0,584.0,314.0,16.6282,41,2018-07-10,66.63000000000001,66.6,S2A_MSIL1C_20180710T072621_N0206_R049_T41WPQ_20180710T085441,Sentinel-2A,41,Ob,177.279092175,44.8812443218,0.4066726863384247,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180711T060629_20180711T060630_T44WPC_1,31.000000000000004,14.000000000000002,1158.9999999999998,346,789.0,486.99999999999994,290.00000000000006,250.00000000000006,218.00000000000003,203.00000000000006,143.0,159.99999999999997,54.999999999999986,5.6144,346,2018-07-11,69.37340000000002,86.12130000000002,S2B_MSIL1C_20180711T060629_N0206_R134_T44WPC_20180711T080627,Sentinel-2B,346,Yenisey,175.032833014,47.7286905923,0.8806044073873155,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180711T060629_20180711T060630_T45WVS_1,30.999999999999993,14.0,1159.0,353,788.9999999999999,487.0,289.99999999999994,250.00000000000009,218.0,203.0,143.0,160.0,54.99999999999998,17.0408,353,2018-07-11,69.37340000000002,86.12130000000002,S2B_MSIL1C_20180711T060629_N0206_R134_T45WVS_20180711T080627,Sentinel-2B,353,Yenisey,176.116386479,46.8521961368,0.8806176383475789,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180711T060629_20180711T060630_T45WVT_1,30.999999999999993,14.0,1159.0,353,788.9999999999999,487.0,289.99999999999994,250.00000000000009,217.99999999999997,202.99999999999997,142.99999999999997,160.00000000000006,55.0,18.3599,353,2018-07-11,69.37340000000002,86.12130000000002,S2B_MSIL1C_20180711T060629_N0206_R134_T45WVT_20180711T080627,Sentinel-2B,353,Yenisey,176.040281628,47.7488668617,0.8806176383475789,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180712T012701_20180712T012656_T57WWS_3,158.0,183.99999999999997,1217.0,351,973.0,820.0,711.0,642.0,469.00000000000006,452.0000000000001,361.00000000000006,402.0,152.0,7.8556,351,2018-07-12,68.75,161.3,S2A_MSIL1C_20180712T012701_N0206_R074_T57WWS_20180712T031818,Sentinel-2A,351,Kolyma,181.128289641,46.9250721564,0.6759768128395081,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180712T071619_20180712T071615_T41WPP_0,22.0,10.0,1088.0000000000002,350,736.0,477.0,334.0,312.0,226.0,209.0,140.00000000000003,163.99999999999997,46.999999999999986,9.609,350,2018-07-12,66.63000000000001,66.6,S2B_MSIL1C_20180712T071619_N0206_R006_T41WPP_20180712T092926,Sentinel-2B,350,Ob,173.741709664,44.3360774196,0.9128339963038984,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180712T071619_20180712T071615_T41WPQ_0,22.0,10.0,1088.0000000000002,350,736.0,477.0,334.0,312.0,226.0,208.99999999999997,140.00000000000003,163.99999999999997,47.99999999999999,0.1545,350,2018-07-12,66.63000000000001,66.6,S2B_MSIL1C_20180712T071619_N0206_R006_T41WPQ_20180712T092926,Sentinel-2B,350,Ob,173.926874022,45.2230725752,0.9128339963038984,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180714T070621_20180714T070926_T41WPP_0,144.00000000000003,149.0,1263.0,350,887.0,614.0,457.99999999999994,453.00000000000006,403.99999999999994,398.0,341.0,343.0,171.0,22.6631,350,2018-07-14,66.63000000000001,66.6,S2A_MSIL1C_20180714T070621_N0206_R106_T41WPP_20180714T091439,Sentinel-2A,350,Ob,170.405924808,44.7673084059,0.6194926898998137,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180714T070621_20180714T070926_T41WPQ_0,144.00000000000003,149.0,1263.0,350,887.0,614.0,457.99999999999994,453.0,403.99999999999994,398.0,341.0,343.0,171.0,19.581,350,2018-07-14,66.63000000000001,66.6,S2A_MSIL1C_20180714T070621_N0206_R106_T41WPQ_20180714T091439,Sentinel-2A,350,Ob,170.638904961,45.6457898679,0.6206267921097556,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180714T202851_20180714T202845_T08WNV_5,46.99999999999999,72.0,1389.0,348,1135.0,1017.9999999999999,1043.9999999999998,1040.0,910.9999999999998,948.0,773.0,810.0,108.0,1.5051,348,2018-07-14,67.45,-133.74,S2A_MSIL1C_20180714T202851_N0206_R114_T08WNV_20180715T001050,Sentinel-2A,348,Mackenzie,172.040124463,45.7033624673,0.9113702921278448,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180715T072619_20180715T072613_T41WPP_0,68.0,43.0,1125.9999999999998,350,786.0,528.9999999999999,381.0,355.0,289.99999999999994,278.0,214.00000000000003,224.00000000000006,71.99999999999999,26.9758,350,2018-07-15,66.63000000000001,66.6,S2B_MSIL1C_20180715T072619_N0206_R049_T41WPP_20180715T093153,Sentinel-2B,350,Ob,176.947722409,44.7041431912,0.7720456719398499,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180715T072619_20180715T072613_T41WPQ_0,68.0,43.0,1126.0,350,786.0,528.9999999999999,381.0,355.0,289.99999999999994,278.0,213.99999999999997,224.00000000000006,72.0,6.9754,350,2018-07-15,66.63000000000001,66.6,S2B_MSIL1C_20180715T072619_N0206_R049_T41WPQ_20180715T093153,Sentinel-2B,350,Ob,177.083305829,45.5965532297,0.7720456719398499,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180715T205019_20180715T205124_T08WNV_5,45.999999999999986,25.0,1326.0,348,1097.9999999999998,992.0,1015.9999999999999,987.0,824.0000000000001,861.0,664.0,714.0,92.0,18.2022,348,2018-07-15,67.45,-133.74,S2B_MSIL1C_20180715T205019_N0206_R057_T08WNV_20180716T001614,Sentinel-2B,348,Mackenzie,178.478508173,45.7047197085,0.9110394318898519,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180716T010651_20180716T010649_T57WWS_3,73.00000000000001,84.00000000000001,1609.0,286,1267.9999999999998,1015.0,794.0,690.0,527.0,501.00000000000006,381.0,414.00000000000006,138.0,39.735,286,2018-07-16,68.75,161.3,S2A_MSIL1C_20180716T010651_N0206_R131_T57WWS_20180716T025727,Sentinel-2A,286,Kolyma,174.686576885,47.5907990918,0.8654159045075144,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180718T032711_20180718T032711_T51WWQ_2,103.00000000000001,101.99999999999999,1165.0,351,848.9999999999999,658.0,504.00000000000006,460.0,321.0,303.0,223.0,261.00000000000006,100.00000000000003,0.1737,351,2018-07-18,66.76905,123.39458,S2A_MSIL1C_20180718T032711_N0206_R018_T51WWQ_20180718T080443,Sentinel-2A,351,Lena,173.541037643,46.1900710734,0.7278285285872872,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180719T034529_20180719T034532_T51WWQ_2,239.0,148.0,1909.0,61,1576.0,1243.0,1007.0,908.0,813.0,799.0,676.0,679.0,162.0,0.8796,61,2018-07-19,66.76905,123.39458,S2B_MSIL1C_20180719T034529_N0206_R104_T51WWQ_20180719T062950,Sentinel-2B,61,Lena,179.952514925,46.2612093763,0.6758946776390076,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180720T072621_20180720T072616_T41WPP_0,50.0,52.0,1107.0,350,760.0000000000002,494.99999999999994,349.00000000000006,321.0,241.00000000000003,227.0,156.99999999999997,182.0,59.99999999999999,23.3846,350,2018-07-20,66.63000000000001,66.6,S2A_MSIL1C_20180720T072621_N0206_R049_T41WPP_20180720T085901,Sentinel-2A,350,Ob,176.857917402,45.5705742836,0.8156473725106557,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180720T072621_20180720T072616_T41WPQ_0,50.0,52.0,1107.0000000000002,350,760.0000000000001,494.99999999999994,349.00000000000006,321.0,241.00000000000003,226.99999999999997,157.0,182.0,61.00000000000001,1.6294,350,2018-07-20,66.63000000000001,66.6,S2A_MSIL1C_20180720T072621_N0206_R049_T41WPQ_20180720T085901,Sentinel-2A,350,Ob,176.99266507,46.4628630298,0.8156473725106557,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180721T010649_20180721T010646_T57WWS_3,17.999999999999996,8.0,1116.9999999999998,351,822.9999999999999,619.0,417.9999999999999,351.99999999999994,234.00000000000009,214.00000000000003,140.0,162.99999999999997,58.0,0.0022,351,2018-07-21,68.75,161.3,S2B_MSIL1C_20180721T010649_N0206_R131_T57WWS_20180721T023624,Sentinel-2B,351,Kolyma,174.596504286,48.4802058385,0.9431724945704142,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180721T033541_20180721T033648_T51WWQ_2,146.0,149.0,1260.9999999999998,351,948.0000000000001,745.0,608.0,571.0,447.0000000000001,432.0,349.99999999999994,371.0,127.0,22.7372,351,2018-07-21,66.76905,123.39458,S2A_MSIL1C_20180721T033541_N0206_R061_T51WWQ_20180721T063538,Sentinel-2A,351,Lena,176.721991219,46.6617132257,0.672147408142553,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180722T071619_20180722T072019_T41WPQ_0,216.0,118.0,1302.0,9,1031.0,760.0,567.0,519.0,483.0,465.0,398.0,546.0,173.0,29.7725,9,2018-07-22,66.63000000000001,66.6,S2B_MSIL1C_20180722T071619_N0206_R006_T41WPQ_20180722T092930,Sentinel-2B,9,Ob,173.754016085,46.9275722768,0.5506792068481445,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180722T204019_20180722T204443_T08WNV_5,57.99999999999999,29.999999999999993,1351.0,348,1084.0,933.0,862.0,812.0000000000001,619.0,633.0,455.99999999999994,510.0,92.00000000000003,0.3633,348,2018-07-22,67.45,-133.74,S2B_MSIL1C_20180722T204019_N0206_R014_T08WNV_20180723T000502,Sentinel-2B,348,Mackenzie,175.148250942,47.0339417549,0.8830337183816093,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180724T070621_20180724T070622_T41WPP_0,40.0,69.0,1272.0,350,882.0000000000002,579.9999999999999,403.00000000000006,375.00000000000006,304.0,283.99999999999994,214.00000000000003,225.99999999999997,68.00000000000001,2.0762,350,2018-07-24,66.63000000000001,66.6,S2A_MSIL1C_20180724T070621_N0206_R106_T41WPP_20180724T092013,Sentinel-2A,350,Ob,170.371221564,46.5887948088,0.8698480923970541,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180724T070621_20180724T070622_T41WPQ_0,40.99999999999999,69.0,1272.0,350,882.0000000000002,579.9999999999999,403.00000000000006,375.00000000000006,304.0,283.99999999999994,214.00000000000003,225.99999999999997,68.00000000000001,2.4425,350,2018-07-24,66.63000000000001,66.6,S2A_MSIL1C_20180724T070621_N0206_R106_T41WPQ_20180724T092013,Sentinel-2A,350,Ob,170.59414952,47.4671468929,0.8698127865791321,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180724T202851_20180724T203605_T08WNV_5,83.0,89.0,1537.9999999999998,348,1233.0,1051.0,941.0,879.9999999999999,698.9999999999999,717.0,539.0,574.0,94.0,0.0444,348,2018-07-24,67.45,-133.74,S2A_MSIL1C_20180724T202851_N0206_R114_T08WNV_20180724T235703,Sentinel-2A,348,Mackenzie,171.989171901,47.5561098496,0.8527061939239502,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180725T072609_20180725T072612_T41WPP_0,638.0,497.00000000000006,1381.0,84,1066.0,821.0,669.0,668.0,719.0,770.0,761.0,788.6666666666666,287.0,16.7635,84,2018-07-25,66.63000000000001,66.6,S2B_MSIL1C_20180725T072609_N0206_R049_T41WPP_20180725T094252,Sentinel-2B,84,Ob,176.818188529,46.5806722643,0.11889488960974094,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180725T072609_20180725T072612_T41WPQ_0,638.0,497.00000000000006,1381.0,84,1066.0,822.0,669.0,668.0,719.0,770.0,761.0,786.5,287.0,17.9213,84,2018-07-25,66.63000000000001,66.6,S2B_MSIL1C_20180725T072609_N0206_R049_T41WPQ_20180725T094252,Sentinel-2B,84,Ob,176.951019799,47.4729032124,0.11876427754759789,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180726T033529_20180726T033532_T51WWQ_2,70.0,38.99999999999999,1235.0,351,905.9999999999999,680.0000000000001,544.0,513.0,406.0,403.0,304.0,325.99999999999994,87.00000000000001,5.4915,351,2018-07-26,66.76905,123.39458,S2B_MSIL1C_20180726T033529_N0206_R061_T51WWQ_20180726T061109,Sentinel-2B,351,Lena,176.696648372,47.6949566257,0.8121486902236938,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180727T071621_20180727T071939_T41WPP_0,146.0,141.0,1696.0,170,1260.0,896.0,678.0,623.0,545.0,539.0,431.0,443.0,130.0,14.2347,170,2018-07-27,66.63000000000001,66.6,S2A_MSIL1C_20180727T071621_N0206_R006_T41WPP_20180727T092607,Sentinel-2A,170,Ob,173.638681847,47.1041738623,0.7206595540046692,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180727T071621_20180727T071939_T41WPQ_0,149.75,144.625,1696.0,194,1261.230283911672,898.666231221424,680.5965770171149,625.5972104818259,550.1,541.298197492163,437.3157894736842,445.308533916849,131.0,19.9404,194,2018-07-27,66.63000000000001,66.6,S2A_MSIL1C_20180727T071621_N0206_R006_T41WPQ_20180727T092607,Sentinel-2A,194,Ob,173.813972968,47.9909230516,0.7172115699064522,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180728T032541_20180728T032537_T51WWQ_2,236.0,171.99999999999997,1671.0000000000002,351,1335.9999999999998,1060.0,899.9999999999999,856.0,790.0,783.0,674.0,677.9999999999999,202.0,28.5829,351,2018-07-28,66.76905,123.39458,S2A_MSIL1C_20180728T032541_N0206_R018_T51WWQ_20180728T052022,Sentinel-2A,351,Lena,173.574149493,48.225736996,0.6350746152465909,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180729T034529_20180729T034531_T51WWQ_2,71.0,51.00000000000001,1103.0000000000002,351,811.0,601.0000000000001,498.0000000000001,466.99999999999994,335.0,328.0,239.00000000000003,270.0,80.99999999999999,10.4232,351,2018-07-29,66.76905,123.39458,S2B_MSIL1C_20180729T034529_N0206_R104_T51WWQ_20180729T064539,Sentinel-2B,351,Lena,179.886700999,48.3520005837,0.7895561204095591,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180730T205021_20180730T205021_T08WNV_5,166.0,142.0,1352.0000000000002,348,1119.9999999999998,995.0,883.0,794.0,559.0,569.0,431.00000000000006,472.9999999999999,142.0,11.7301,348,2018-07-30,67.45,-133.74,S2A_MSIL1C_20180730T205021_N0206_R057_T08WNV_20180731T002411,Sentinel-2A,348,Mackenzie,178.408940464,48.7707575768,0.7147344708442688,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180801T012701_20180801T012655_T57WWS_3,47.0,27.000000000000004,1214.0,208,914.0,713.0,498.0,408.0,296.0,278.0,206.00000000000003,219.0,58.0,7.4397,208,2018-08-01,68.75,161.3,S2A_MSIL1C_20180801T012701_N0206_R074_T57WWS_20180801T032139,Sentinel-2A,208,Kolyma,180.849348325,50.8537229438,0.877729879393628,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180802T032539_20180802T032533_T51WWQ_2,287.0,123.99999999999999,2344.0,351,1954.0000000000005,1544.0000000000002,1268.0,1183.0,1195.0,1206.0,1044.0,1012.0000000000001,215.99999999999997,2.7258,351,2018-08-02,66.76905,123.39458,S2B_MSIL1C_20180802T032539_N0206_R018_T51WWQ_20180802T060521,Sentinel-2B,351,Lena,173.696672203,49.4401078464,0.6858982128609153,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180803T011649_20180803T011649_T57WWS_3,22.0,10.999999999999996,1246.0,351,990.0,866.0000000000001,738.0000000000001,631.0,361.0,355.0,223.00000000000003,270.0,52.0,13.1332,351,2018-08-03,68.75,161.3,S2B_MSIL1C_20180803T011649_N0206_R031_T57WWS_20180803T025418,Sentinel-2B,351,Kolyma,177.824785156,51.3731347823,0.9503101246463475,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180803T034541_20180803T034535_T51WWQ_2,251.0,114.0,2209.0,351,1848.9999999999993,1461.0,1216.9999999999998,1135.0,1107.0,1086.0,941.9999999999999,921.0,232.0,1.3138,351,2018-08-03,66.76905,123.39458,S2A_MSIL1C_20180803T034541_N0206_R104_T51WWQ_20180803T065700,Sentinel-2A,351,Lena,179.992206358,49.594575866,0.7071088041578021,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180805T010651_20180805T010648_T57WWS_3,38.99999999999999,21.999999999999996,1267.0,351,1025.0,897.0000000000001,807.0,721.0,435.99999999999994,423.0,276.0,339.0,67.99999999999999,0.04,351,2018-08-05,68.75,161.3,S2A_MSIL1C_20180805T010651_N0206_R131_T57WWS_20180805T030007,Sentinel-2A,351,Kolyma,174.878492828,51.9567802661,0.9171308712836324,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180806T012649_20180806T012650_T57WWS_3,25.000000000000004,13.999999999999998,1191.0,351,941.0,789.0,675.0,584.0,355.9999999999999,343.0,218.0,265.00000000000006,54.00000000000001,5.5272,351,2018-08-06,68.75,161.3,S2B_MSIL1C_20180806T012649_N0206_R074_T57WWS_20180806T030832,Sentinel-2B,351,Kolyma,180.943928419,52.1669506249,0.9385371506214142,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180807T032541_20180807T032536_T51WWQ_2,61.99999999999999,33.0,1347.0,351,965.9999999999999,687.9999999999998,520.0,477.0000000000001,391.00000000000006,375.0,287.00000000000006,306.0,85.0,0.9274,351,2018-08-07,66.76905,123.39458,S2A_MSIL1C_20180807T032541_N0206_R018_T51WWQ_20180807T052228,Sentinel-2A,351,Lena,173.93830308,50.7714369326,0.8331553101539612,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180808T034529_20180808T034530_T51WWQ_2,63.0,32.0,1314.0,351,974.9999999999999,702.9999999999999,540.0,488.99999999999994,394.0,385.0000000000001,291.99999999999994,308.99999999999994,85.0,0.6733,351,2018-08-08,66.76905,123.39458,S2B_MSIL1C_20180808T034529_N0206_R104_T51WWQ_20180808T064508,Sentinel-2B,351,Lena,180.128775702,50.9560630411,0.8367347121238708,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180809T205021_20180809T205020_T08WNV_5,442.66491458607095,374.67460317460313,1701.0,102,1450.0,1317.0,1199.0,1137.0,913.0,928.0,804.0,821.0,382.0,38.0457,102,2018-08-09,67.45,-133.74,S2A_MSIL1C_20180809T205021_N0206_R057_T08WNV_20180810T002845,Sentinel-2A,102,Mackenzie,178.740689645,51.452592457,0.5009779023087543,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180810T010649_20180810T010643_T57WWS_3,53.00000000000002,36.99999999999999,1311.9999999999998,351,1081.0,941.0000000000001,830.9999999999999,746.9999999999999,489.0,472.99999999999994,319.99999999999994,376.0,90.0,0.3134,351,2018-08-10,68.75,161.3,S2B_MSIL1C_20180810T010649_N0206_R131_T57WWS_20180810T025918,Sentinel-2B,351,Kolyma,175.096138661,53.3555305002,0.8933815360069275,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180810T033531_20180810T033534_T51WWQ_2,396.0,228.0,2481.0,351,2113.0,1717.0,1457.0,1357.0,1341.0,1332.0000000000002,1191.0000000000002,1132.0,303.0,6.7134,351,2018-08-10,66.76905,123.39458,S2A_MSIL1C_20180810T033531_N0206_R061_T51WWQ_20180810T064544,Sentinel-2A,351,Lena,177.169992778,51.5516666056,0.6241403718789419,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180811T012651_20180811T012654_T57WWS_3,26.999999999999996,14.999999999999996,1220.9999999999998,351,974.9999999999998,828.0000000000001,711.0000000000001,635.0,400.00000000000006,379.00000000000006,250.0,305.0,70.0,4.5898,351,2018-08-11,68.75,161.3,S2A_MSIL1C_20180811T012651_N0206_R074_T57WWS_20180811T032117,Sentinel-2A,351,Kolyma,181.149405622,53.5938410906,0.9380022883415222,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180812T032529_20180812T032614_T51WWQ_2,61.0,37.99999999999999,1308.0000000000005,351,940.0,645.9999999999999,473.99999999999994,413.00000000000006,310.0,296.99999999999994,213.00000000000003,236.99999999999991,60.00000000000001,38.6799,351,2018-08-12,66.76905,123.39458,S2B_MSIL1C_20180812T032529_N0206_R018_T51WWQ_20180812T062142,Sentinel-2B,351,Lena,174.208082756,52.2126661165,0.8282898366451263,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180813T011649_20180813T011647_T57WWS_3,17.999999999999996,7.000000000000001,1260.0,351,990.9999999999999,835.0,709.0000000000001,628.0,387.0,367.0,234.0,288.99999999999994,64.0,0.0,351,2018-08-13,68.75,161.3,S2B_MSIL1C_20180813T011649_N0206_R031_T57WWS_20180813T025917,Sentinel-2B,351,Kolyma,178.245557674,54.1958464096,0.9576517962230927,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180814T072609_20180814T072609_T41WPP_0,55.99999999999999,35.0,1207.9999999999998,350,853.0,593.9999999999999,482.99999999999994,453.0,324.0,307.99999999999994,217.99999999999997,244.99999999999997,62.000000000000014,6.0311,350,2018-08-14,66.63000000000001,66.6,S2B_MSIL1C_20180814T072609_N0206_R049_T41WPP_20180814T094557,Sentinel-2B,350,Ob,177.520265222,51.8671183414,0.8265564143657684,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180814T072609_20180814T072609_T41WPQ_0,55.99999999999999,35.0,1208.0,350,853.0,593.9999999999999,482.99999999999994,453.0,323.99999999999994,308.00000000000006,217.99999999999997,244.99999999999997,62.0,38.2368,350,2018-08-14,66.63000000000001,66.6,S2B_MSIL1C_20180814T072609_N0206_R049_T41WPQ_20180814T094557,Sentinel-2B,350,Ob,177.632720738,52.7601822988,0.8265564143657684,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180815T010651_20180815T010647_T57WWS_3,28.0,10.999999999999998,1375.0,351,1102.9999999999998,936.0,802.0,725.0,482.00000000000006,467.0,314.0,374.0,76.0,0.0,351,2018-08-15,68.75,161.3,S2A_MSIL1C_20180815T010651_N0206_R131_T57WWS_20180815T025830,Sentinel-2A,351,Kolyma,175.427362177,54.8559677567,0.9422283664301524,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180817T032541_20180817T032536_T51WWQ_2,69.0,47.00000000000001,1278.0000000000002,351,911.0,655.0,478.00000000000006,424.99999999999994,326.0,307.0,238.0,251.99999999999997,70.0,1.6327,351,2018-08-17,66.76905,123.39458,S2A_MSIL1C_20180817T032541_N0206_R018_T51WWQ_20180817T052253,Sentinel-2A,351,Lena,174.593844096,53.750229934,0.8084160804748535,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180818T202839_20180818T203449_T08WNV_5,605.0,620.5,1777.0,125,1484.0,1326.0,1314.75,1281.9999999999998,1030.0,1072.0,903.0,925.0,254.0,32.3559,125,2018-08-18,67.45,-133.74,S2B_MSIL1C_20180818T202839_N0206_R114_T08WNV_20180819T000809,Sentinel-2B,125,Mackenzie,173.257771327,54.3481268943,0.3781094551086426,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180820T033531_20180820T033722_T51WWQ_2,89.0,65.0,1312.0,351,936.9999999999999,657.0,469.99999999999994,416.99999999999994,347.99999999999994,338.0,272.0,272.0,99.0,22.8401,351,2018-08-20,66.76905,123.39458,S2A_MSIL1C_20180820T033531_N0206_R061_T51WWQ_20180820T063538,Sentinel-2A,351,Lena,177.822875532,54.6560257286,0.7625880986452103,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180821T062631_20180821T062627_T44WPC_1,29.999999999999996,14.999999999999998,1229.9999999999998,346,879.0,560.0,324.0,277.0,245.00000000000003,225.99999999999997,170.0,181.00000000000003,60.0,43.1301,346,2018-08-21,69.37340000000002,86.12130000000002,S2A_MSIL1C_20180821T062631_N0206_R077_T44WPC_20180821T075018,Sentinel-2A,346,Yenisey,181.843097519,57.671506688,0.8981667041778565,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180821T062631_20180821T062627_T45WVS_1,30.000000000000004,15.0,1228.9999999999998,353,879.0,560.0000000000001,324.00000000000006,276.0,244.99999999999997,226.0,169.99999999999997,179.99999999999997,60.00000000000001,36.7206,353,2018-08-21,69.37340000000002,86.12130000000002,S2A_MSIL1C_20180821T062631_N0206_R077_T45WVS_20180821T075018,Sentinel-2A,353,Yenisey,182.917252339,56.8311936258,0.8987016084011751,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180821T062631_20180821T062627_T45WVT_1,30.0,15.0,1228.9999999999995,353,879.0,560.0000000000001,324.00000000000006,276.0,245.0,226.00000000000006,170.00000000000003,179.99999999999997,61.0,43.8837,353,2018-08-21,69.37340000000002,86.12130000000002,S2A_MSIL1C_20180821T062631_N0206_R077_T45WVT_20180821T075018,Sentinel-2A,353,Yenisey,182.76895733,57.7244909918,0.8981322248776754,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180821T071609_20180821T071956_T41WPP_0,162.44924406047517,106.99999999999999,1441.9999999999998,350,1054.0000000000002,751.0000000000001,589.0,570.9999999999999,518.0,518.7142857142857,444.3637660485021,433.0,178.00000000000003,22.7267,350,2018-08-21,66.63000000000001,66.6,S2B_MSIL1C_20180821T071609_N0206_R006_T41WPP_20180821T092926,Sentinel-2B,350,Ob,175.015509075,54.1672114759,0.6420007543130355,"{""type"":""MultiPoint"",""coordinates"":[]}"
