"project","river","date","ID","parameter","flag","unit","value","depth"
"ArcticGRO IV","Ob'","2023-07-16","Kit 67","Discharge","PV","m3/sec","19800","0"
"ArcticGRO IV","Ob'","2023-07-16","Kit 67","Temperature","AV","deg C","12","0"
"ArcticGRO IV","Ob'","2023-09-29","Kit 68","Discharge","PV","m3/sec","10400","0"
"ArcticGRO IV","Ob'","2023-09-29","Kit 68","Temperature","AV","deg C","7","0"
"ArcticGRO II","Ob'","2013-07-13","Kit 8","PN-15N","AV","per mil","5.8","5"
"ArcticGRO II","Ob'","2013-07-13","Kit 8","PN","AV","ug/L","156","5"
"ArcticGRO II","Ob'","2013-07-13","Kit 8","POC-13C","AV","per mil","-30.4","5"
"ArcticGRO II","Ob'","2013-07-13","Kit 8","POC","AV","mg/L","1.2","5"
"ArcticGRO II","Ob'","2013-07-13","Kit 8","TSS","AV","mg/L","18.7","5"
"ArcticGRO II","Ob'","2013-09-25","Kit 9","PN-15N","AV","per mil","3.7","5"
"ArcticGRO II","Ob'","2013-09-25","Kit 9","PN","AV","ug/L","197","5"
"ArcticGRO II","Ob'","2013-09-25","Kit 9","POC-13C","AV","per mil","-31.1","5"
"ArcticGRO II","Ob'","2013-09-25","Kit 9","POC","AV","mg/L","1.48","5"
"ArcticGRO II","Ob'","2013-09-25","Kit 9","TSS","AV","mg/L","22.6","5"
"ArcticGRO II","Ob'","2014-06-20","Kit 13","PN-15N","AV","per mil","2.4","6"
"ArcticGRO II","Ob'","2014-06-20","Kit 13","PN","AV","ug/L","232","6"
"ArcticGRO II","Ob'","2014-06-20","Kit 13","POC-13C","AV","per mil","-28.9","6"
"ArcticGRO II","Ob'","2014-06-20","Kit 13","POC","AV","mg/L","2.14","6"
"ArcticGRO II","Ob'","2014-06-20","Kit 13","TSS","AV","mg/L","97.8","6"
"ArcticGRO II","Ob'","2014-08-02","Kit 14","PN-15N","AV","per mil","4.4","6"
"ArcticGRO II","Ob'","2014-08-02","Kit 14","PN","AV","ug/L","143","6"
"ArcticGRO II","Ob'","2014-08-02","Kit 14","POC-13C","AV","per mil","-30.1","6"
"ArcticGRO II","Ob'","2014-08-02","Kit 14","POC","AV","mg/L","1.54","6"
"ArcticGRO II","Ob'","2014-08-02","Kit 14","TSS","AV","mg/L","1.8","6"
"ArcticGRO II","Ob'","2015-05-31","Kit 19","PN-15N","AV","per mil","3.6","2"
"ArcticGRO II","Ob'","2015-05-31","Kit 19","PN","AV","ug/L","161","2"
"ArcticGRO II","Ob'","2015-05-31","Kit 19","POC-13C","AV","per mil","-29.6","2"
"ArcticGRO II","Ob'","2015-05-31","Kit 19","POC","AV","mg/L","1.18","2"
"ArcticGRO II","Ob'","2015-05-31","Kit 19","TSS","AV","mg/L","12.4","2"
"ArcticGRO II","Ob'","2015-07-26","Kit 20","PN-15N","AV","per mil","5.3","10"
"ArcticGRO II","Ob'","2015-07-26","Kit 20","PN","AV","ug/L","105","10"
"ArcticGRO II","Ob'","2015-07-26","Kit 20","POC-13C","AV","per mil","-29.6","10"
"ArcticGRO II","Ob'","2015-07-26","Kit 20","POC","AV","mg/L","0.85","10"
"ArcticGRO II","Ob'","2015-07-26","Kit 20","TSS","AV","mg/L","74.8","10"
"ArcticGRO II","Ob'","2015-09-02","Kit 21","PN-15N","AV","per mil","3.9","18"
"ArcticGRO II","Ob'","2015-09-02","Kit 21","PN","AV","ug/L","129","18"
"ArcticGRO II","Ob'","2015-09-02","Kit 21","POC-13C","AV","per mil","-30.8","18"
"ArcticGRO II","Ob'","2015-09-02","Kit 21","POC","AV","mg/L","1.4","18"
"ArcticGRO II","Ob'","2015-09-02","Kit 21","TSS","AV","mg/L","20.8","18"
"ArcticGRO II","Ob'","2016-06-27","Kit 25","PN-15N","AV","per mil","3.8","14"
"ArcticGRO II","Ob'","2016-06-27","Kit 25","PN","AV","ug/L","184","14"
"ArcticGRO II","Ob'","2016-06-27","Kit 25","POC-13C","AV","per mil","-30.1","14"
"ArcticGRO II","Ob'","2016-06-27","Kit 25","POC","AV","mg/L","1.52","14"
"ArcticGRO II","Ob'","2016-06-27","Kit 25","TSS","AV","mg/L","58.1","14"
"ArcticGRO II","Ob'","2016-08-27","Kit 26","PN-15N","AV","per mil","3.7","8"
"ArcticGRO II","Ob'","2016-08-27","Kit 26","PN","AV","ug/L","235","8"
"ArcticGRO II","Ob'","2016-08-27","Kit 26","POC-13C","AV","per mil","-31.7","8"
"ArcticGRO II","Ob'","2016-08-27","Kit 26","POC","AV","mg/L","1.28","8"
"ArcticGRO II","Ob'","2016-08-27","Kit 26","TSS","AV","mg/L","9.3","8"
"ArcticGRO III","Ob'","2017-06-18","Kit 32","PN-15N","AV","per mil","6.3","5"
"ArcticGRO III","Ob'","2017-06-18","Kit 32","PN","AV","ug/L","221","5"
"ArcticGRO III","Ob'","2017-06-18","Kit 32","POC-13C","AV","per mil","-32.2","5"
"ArcticGRO III","Ob'","2017-06-18","Kit 32","POC","AV","mg/L","1.07","5"
"ArcticGRO III","Ob'","2017-06-18","Kit 32","TSS","AV","mg/L","24.8","5"
"ArcticGRO III","Ob'","2017-08-20","Kit 33","PN-15N","AV","per mil","3.5","7"
"ArcticGRO III","Ob'","2017-08-20","Kit 33","PN","AV","ug/L","227","7"
"ArcticGRO III","Ob'","2017-08-20","Kit 33","POC-13C","AV","per mil","-31.6","7"
"ArcticGRO III","Ob'","2017-08-20","Kit 33","POC","AV","mg/L","1.27","7"
"ArcticGRO III","Ob'","2017-08-20","Kit 33","TSS","AV","mg/L","40.5","7"
"ArcticGRO III","Ob'","2018-07-22","Kit 39","PN-15N","AV","per mil","4.8","8"
"ArcticGRO III","Ob'","2018-07-22","Kit 39","PN","AV","ug/L","116","8"
"ArcticGRO III","Ob'","2018-07-22","Kit 39","POC-13C","AV","per mil","-31.7","8"
"ArcticGRO III","Ob'","2018-07-22","Kit 39","POC","AV","mg/L","0.9","8"
"ArcticGRO III","Ob'","2018-07-22","Kit 39","TSS","AV","mg/L","37.9","8"
"ArcticGRO III","Ob'","2018-09-02","Kit 40","PN-15N","AV","per mil","6.4","12"
"ArcticGRO III","Ob'","2018-09-02","Kit 40","PN","AV","ug/L","200","12"
"ArcticGRO III","Ob'","2018-09-02","Kit 40","POC-13C","AV","per mil","-32.2","12"
"ArcticGRO III","Ob'","2018-09-02","Kit 40","POC","AV","mg/L","1.19","12"
"ArcticGRO III","Ob'","2018-09-02","Kit 40","TSS","AV","mg/L","24.3","12"
"ArcticGRO III","Ob'","2019-06-11","Kit 44","PN-15N","AV","per mil","5.1","12"
"ArcticGRO III","Ob'","2019-06-11","Kit 44","PN","AV","ug/L","167","12"
"ArcticGRO III","Ob'","2019-06-11","Kit 44","POC-13C","AV","per mil","-29.8","12"
"ArcticGRO III","Ob'","2019-06-11","Kit 44","POC","AV","mg/L","1.44","12"
"ArcticGRO III","Ob'","2019-06-11","Kit 44","TSS","AV","mg/L","39.4","12"
"ArcticGRO III","Ob'","2019-08-30","Kit 45","PN-15N","AV","per mil","4.9","9"
"ArcticGRO III","Ob'","2019-08-30","Kit 45","PN","AV","ug/L","167","9"
"ArcticGRO III","Ob'","2019-08-30","Kit 45","POC-13C","AV","per mil","-30.9","9"
"ArcticGRO III","Ob'","2019-08-30","Kit 45","POC","AV","mg/L","1.37","9"
"ArcticGRO III","Ob'","2019-08-30","Kit 45","TSS","AV","mg/L","36.5","9"
"ArcticGRO IV","Ob'","2020-07-24","Kit 48","PN-15N","AV","per mil","5.9","23"
"ArcticGRO IV","Ob'","2020-07-24","Kit 48","PN","AV","ug/L","151","23"
"ArcticGRO IV","Ob'","2020-07-24","Kit 48","POC-13C","AV","per mil","-29.3","23"
"ArcticGRO IV","Ob'","2020-07-24","Kit 48","POC","AV","mg/L","0.89","23"
"ArcticGRO IV","Ob'","2020-07-24","Kit 48","TSS","AV","mg/L","21.7","23"
"ArcticGRO IV","Ob'","2020-08-30","Kit 49","PN-15N","AV","per mil","5.1","22"
"ArcticGRO IV","Ob'","2020-08-30","Kit 49","PN","AV","ug/L","218","22"
"ArcticGRO IV","Ob'","2020-08-30","Kit 49","POC-13C","AV","per mil","-30.5","22"
"ArcticGRO IV","Ob'","2020-08-30","Kit 49","POC","AV","mg/L","0.54","22"
"ArcticGRO IV","Ob'","2020-08-30","Kit 49","TSS","AV","mg/L","40.4","22"
"ArcticGRO IV","Ob'","2021-05-30","Kit 54","PN-15N","AV","per mil","6.7","10"
"ArcticGRO IV","Ob'","2021-05-30","Kit 54","PN","AV","ug/L","188","10"
"ArcticGRO IV","Ob'","2021-05-30","Kit 54","POC-13C","AV","per mil","-28.4","10"
"ArcticGRO IV","Ob'","2021-05-30","Kit 54","POC","AV","mg/L","1.36","10"
"ArcticGRO IV","Ob'","2021-05-30","Kit 54","TSS","AV","mg/L","44.5","10"
"ArcticGRO IV","Ob'","2021-07-31","Kit 55","PN-15N","AV","per mil","1.7","8"
"ArcticGRO IV","Ob'","2021-07-31","Kit 55","PN","AV","ug/L","62","8"
"ArcticGRO IV","Ob'","2021-07-31","Kit 55","POC-13C","AV","per mil","-28.8","8"
"ArcticGRO IV","Ob'","2021-07-31","Kit 55","POC","AV","mg/L","1.1","8"
"ArcticGRO IV","Ob'","2021-07-31","Kit 55","TSS","AV","mg/L","14.7","8"
"ArcticGRO IV","Ob'","2021-09-25","Kit 56","PN-15N","AV","per mil","6.3","5"
"ArcticGRO IV","Ob'","2021-09-25","Kit 56","PN","AV","ug/L","132","5"
"ArcticGRO IV","Ob'","2021-09-25","Kit 56","POC-13C","AV","per mil","-27.3","5"
"ArcticGRO IV","Ob'","2021-09-25","Kit 56","POC","AV","mg/L","0.53","5"
"ArcticGRO IV","Ob'","2021-09-25","Kit 56","TSS","AV","mg/L","34.8","5"
"ArcticGRO II","Ob'","2015-09-02","Kit 21","PN-15N","AV","per mil","5.1","10"
"ArcticGRO II","Ob'","2015-09-02","Kit 21","PN","AV","ug/L","122","10"
"ArcticGRO II","Ob'","2015-09-02","Kit 21","POC-13C","AV","per mil","-31.2","10"
"ArcticGRO II","Ob'","2015-09-02","Kit 21","POC","AV","mg/L","0.89","10"
"ArcticGRO II","Ob'","2015-09-02","Kit 21","TSS","AV","mg/L","10","10"
"ArcticGRO II","Ob'","2016-06-27","Kit 25","PN-15N","AV","per mil","4.3","10"
"ArcticGRO II","Ob'","2016-06-27","Kit 25","PN","AV","ug/L","175","10"
"ArcticGRO II","Ob'","2016-06-27","Kit 25","POC-13C","AV","per mil","-30.1","10"
"ArcticGRO II","Ob'","2016-06-27","Kit 25","POC","AV","mg/L","1.39","10"
"ArcticGRO II","Ob'","2016-06-27","Kit 25","TSS","AV","mg/L","41.7","10"
"ArcticGRO II","Ob'","2016-08-27","Kit 26","PN-15N","AV","per mil","3.7","4"
"ArcticGRO II","Ob'","2016-08-27","Kit 26","PN","AV","ug/L","299","4"
"ArcticGRO II","Ob'","2016-08-27","Kit 26","POC-13C","AV","per mil","-32","4"
"ArcticGRO II","Ob'","2016-08-27","Kit 26","POC","AV","mg/L","1.36","4"
"ArcticGRO II","Ob'","2016-08-27","Kit 26","TSS","AV","mg/L","8.3","4"
"ArcticGRO III","Ob'","2017-06-18","Kit 32","PN-15N","AV","per mil","5","7"
"ArcticGRO III","Ob'","2017-06-18","Kit 32","PN","AV","ug/L","185","7"
"ArcticGRO III","Ob'","2017-06-18","Kit 32","POC-13C","AV","per mil","-31.6","7"
"ArcticGRO III","Ob'","2017-06-18","Kit 32","POC","AV","mg/L","0.79","7"
"ArcticGRO III","Ob'","2017-06-18","Kit 32","TSS","AV","mg/L","27.2","7"
"ArcticGRO III","Ob'","2017-08-20","Kit 33","PN-15N","AV","per mil","5.9","3"
"ArcticGRO III","Ob'","2017-08-20","Kit 33","PN","AV","ug/L","155","3"
"ArcticGRO III","Ob'","2017-08-20","Kit 33","POC-13C","AV","per mil","-31.6","3"
"ArcticGRO III","Ob'","2017-08-20","Kit 33","POC","AV","mg/L","1.33","3"
"ArcticGRO III","Ob'","2017-08-20","Kit 33","TSS","AV","mg/L","22.5","3"
"ArcticGRO III","Ob'","2018-07-22","Kit 39","PN-15N","AV","per mil","2","5"
"ArcticGRO III","Ob'","2018-07-22","Kit 39","PN","AV","ug/L","144","5"
"ArcticGRO III","Ob'","2018-07-22","Kit 39","POC-13C","AV","per mil","-30.7","5"
"ArcticGRO III","Ob'","2018-07-22","Kit 39","POC","AV","mg/L","1.04","5"
"ArcticGRO III","Ob'","2018-07-22","Kit 39","TSS","AV","mg/L","37.1","5"
"ArcticGRO III","Ob'","2018-09-02","Kit 40","PN-15N","AV","per mil","5.8","7"
"ArcticGRO III","Ob'","2018-09-02","Kit 40","PN","AV","ug/L","157","7"
"ArcticGRO III","Ob'","2018-09-02","Kit 40","POC-13C","AV","per mil","-31.9","7"
"ArcticGRO III","Ob'","2018-09-02","Kit 40","POC","AV","mg/L","0.98","7"
"ArcticGRO III","Ob'","2018-09-02","Kit 40","TSS","AV","mg/L","28.7","7"
"ArcticGRO III","Ob'","2019-06-11","Kit 44","PN-15N","AV","per mil","4.3","7"
"ArcticGRO III","Ob'","2019-06-11","Kit 44","PN","AV","ug/L","126","7"
"ArcticGRO III","Ob'","2019-06-11","Kit 44","POC-13C","AV","per mil","-29.8","7"
"ArcticGRO III","Ob'","2019-06-11","Kit 44","POC","AV","mg/L","1.41","7"
"ArcticGRO III","Ob'","2019-06-11","Kit 44","TSS","AV","mg/L","26","7"
"ArcticGRO III","Ob'","2019-08-30","Kit 45","PN-15N","AV","per mil","3.3","5"
"ArcticGRO III","Ob'","2019-08-30","Kit 45","PN","AV","ug/L","195","5"
"ArcticGRO III","Ob'","2019-08-30","Kit 45","POC-13C","AV","per mil","-30.1","5"
"ArcticGRO III","Ob'","2019-08-30","Kit 45","POC","AV","mg/L","1.6","5"
"ArcticGRO III","Ob'","2019-08-30","Kit 45","TSS","AV","mg/L","16.6","5"
"ArcticGRO IV","Ob'","2020-07-24","Kit 48","PN-15N","AV","per mil","3.7","18"
"ArcticGRO IV","Ob'","2020-07-24","Kit 48","PN","AV","ug/L","149","18"
"ArcticGRO IV","Ob'","2020-07-24","Kit 48","POC-13C","AV","per mil","-30.1","18"
"ArcticGRO IV","Ob'","2020-07-24","Kit 48","POC","AV","mg/L","0.94","18"
"ArcticGRO IV","Ob'","2020-07-24","Kit 48","TSS","AV","mg/L","27.5","18"
"ArcticGRO IV","Ob'","2020-08-30","Kit 49","PN-15N","AV","per mil","5.7","14"
"ArcticGRO IV","Ob'","2020-08-30","Kit 49","PN","AV","ug/L","145","14"
"ArcticGRO IV","Ob'","2020-08-30","Kit 49","POC-13C","AV","per mil","-31.1","14"
"ArcticGRO IV","Ob'","2020-08-30","Kit 49","POC","AV","mg/L","1.13","14"
"ArcticGRO IV","Ob'","2020-08-30","Kit 49","TSS","AV","mg/L","9.8","14"
"ArcticGRO IV","Ob'","2021-05-30","Kit 54","PN-15N","AV","per mil","5.2","5"
"ArcticGRO IV","Ob'","2021-05-30","Kit 54","PN","AV","ug/L","80","5"
"ArcticGRO IV","Ob'","2021-05-30","Kit 54","POC-13C","AV","per mil","-28.2","5"
"ArcticGRO IV","Ob'","2021-05-30","Kit 54","POC","AV","mg/L","0.87","5"
"ArcticGRO IV","Ob'","2021-05-30","Kit 54","TSS","AV","mg/L","20.4","5"
"ArcticGRO IV","Ob'","2021-07-31","Kit 55","PN-15N","AV","per mil","6.2","5"
"ArcticGRO IV","Ob'","2021-07-31","Kit 55","PN","AV","ug/L","105","5"
"ArcticGRO IV","Ob'","2021-07-31","Kit 55","POC-13C","AV","per mil","-28.4","5"
"ArcticGRO IV","Ob'","2021-07-31","Kit 55","POC","AV","mg/L","0.88","5"
"ArcticGRO IV","Ob'","2021-07-31","Kit 55","TSS","AV","mg/L","22.7","5"
"ArcticGRO IV","Ob'","2021-09-25","Kit 56","PN-15N","AV","per mil","5.2","3"
"ArcticGRO IV","Ob'","2021-09-25","Kit 56","PN","AV","ug/L","137","3"
"ArcticGRO IV","Ob'","2021-09-25","Kit 56","POC-13C","AV","per mil","-29.5","3"
"ArcticGRO IV","Ob'","2021-09-25","Kit 56","POC","AV","mg/L","0.91","3"
"ArcticGRO IV","Ob'","2021-09-25","Kit 56","TSS","AV","mg/L","26.9","3"
"PARTNERS","Yenisey","2003-07-25","","Alkalinity","AV","mg CaCO3/L","58","0"
"PARTNERS","Yenisey","2003-07-25","","Ca","AV","mg/L","30.3","0"
"PARTNERS","Yenisey","2003-07-25","","Cl","AV","mg/L","12","0"
"PARTNERS","Yenisey","2003-07-25","","Discharge","AV","m3/sec","18490","0"
"PARTNERS","Yenisey","2003-07-25","","K","AV","mg/L","0.68","0"
"PARTNERS","Yenisey","2003-07-25","","Mg","AV","mg/L","4.3","0"
"PARTNERS","Yenisey","2003-07-25","","Na","AV","mg/L","7.6","0"
"PARTNERS","Yenisey","2003-07-25","","NH4","AV","ug/L as N","52","0"
"PARTNERS","Yenisey","2003-07-25","","NO3","AV","ug/L as N","3","0"
"PARTNERS","Yenisey","2003-07-25","","pH","AV","std units","8","0"
"PARTNERS","Yenisey","2003-07-25","","PN","AV","ug/L","66","0"
"PARTNERS","Yenisey","2003-07-25","","PN-15N","AV","per mil","3.4","0"
"PARTNERS","Yenisey","2003-07-25","","POC","AV","mg/L","0.59","0"
"PARTNERS","Yenisey","2003-07-25","","POC-13C","AV","per mil","-31.6","0"
"PARTNERS","Yenisey","2003-07-25","","SiO2","AV","mg/L","5.3","0"
"PARTNERS","Yenisey","2003-07-25","","SO4","AV","mg/L as S","3","0"
"PARTNERS","Yenisey","2003-07-25","","TDN","AV","mg/L","0.18","0"
"PARTNERS","Yenisey","2003-07-25","","Temperature","AV","deg C","16.7","0"
"PARTNERS","Yenisey","2003-07-25","","TSS","AV","mg/L","14","0"
"PARTNERS","Yenisey","2004-03-19","","Alkalinity","AV","mg CaCO3/L","67.7","0"
"PARTNERS","Yenisey","2004-03-19","","As","AV","ug/L","0.27","0"
"PARTNERS","Yenisey","2004-03-19","","Ba","AV","ug/L","16","0"
"PARTNERS","Yenisey","2004-03-19","","Ca","AV","mg/L","24.9","0"
"PARTNERS","Yenisey","2004-03-19","","Cl","AV","mg/L","14.8","0"
"PARTNERS","Yenisey","2004-03-19","","DOC","AV","mg/L","2.9","0"
"PARTNERS","Yenisey","2004-03-19","","DOC-13C","AV","per mil","-25.6","0"
"PARTNERS","Yenisey","2004-03-19","","DOC-14C","AV","per mil","34","0"
"PARTNERS","Yenisey","2004-03-19","","K","AV","mg/L","0.88","0"
"PARTNERS","Yenisey","2004-03-19","","Li","AV","ug/L","2.1","0"
"PARTNERS","Yenisey","2004-03-19","","Mg","AV","mg/L","5.5","0"
"PARTNERS","Yenisey","2004-03-19","","Na","AV","mg/L","9.6","0"
"PARTNERS","Yenisey","2004-03-19","","NH4","AV","ug/L as N","0","0"
"PARTNERS","Yenisey","2004-03-19","","NO3","AV","ug/L as N","224","0"
"PARTNERS","Yenisey","2004-03-19","","pH","AV","std units","7.3","0"
"PARTNERS","Yenisey","2004-03-19","","PN","AV","ug/L","31","0"
"PARTNERS","Yenisey","2004-03-19","","PN-15N","AV","per mil","8","0"
"PARTNERS","Yenisey","2004-03-19","","POC","AV","mg/L","0.21","0"
"PARTNERS","Yenisey","2004-03-19","","POC-13C","AV","per mil","-28.4","0"
"PARTNERS","Yenisey","2004-03-19","","POC-14C","AV","per mil","-374.9","0"
"PARTNERS","Yenisey","2004-03-19","","POC-fm","AV","NA","0.629","0"
"PARTNERS","Yenisey","2004-03-19","","Rb","AV","ug/L","0.53","0"
"PARTNERS","Yenisey","2004-03-19","","SiO2","AV","mg/L","6.9","0"
"PARTNERS","Yenisey","2004-03-19","","SO4","AV","mg/L as S","4.9","0"
"PARTNERS","Yenisey","2004-03-19","","Sr","AV","ug/L","224","0"
"PARTNERS","Yenisey","2004-03-19","","TDN","AV","mg/L","0.29","0"
"PARTNERS","Yenisey","2004-03-19","","Temperature","AV","deg C","-0.1","0"
"PARTNERS","Yenisey","2004-03-19","","TSS","AV","mg/L","9.2","0"
"PARTNERS","Yenisey","2004-03-19","","U","AV","ug/L","0.3","0"
"PARTNERS","Yenisey","2004-06-14","","Alkalinity","AV","mg CaCO3/L","19.6","0"
"PARTNERS","Yenisey","2004-06-14","","Ca","AV","mg/L","8.2","0"
"PARTNERS","Yenisey","2004-06-14","","Cl","AV","mg/L","2.9","0"
"PARTNERS","Yenisey","2004-06-14","","Discharge","AV","m3/sec","98500","0"
"PARTNERS","Yenisey","2004-06-14","","DOC","AV","mg/L","12.6","0"
"PARTNERS","Yenisey","2004-06-14","","DOC-13C","AV","per mil","-25.5","0"
"PARTNERS","Yenisey","2004-06-14","","DOC-14C","AV","per mil","107","0"
"PARTNERS","Yenisey","2004-06-14","","K","AV","mg/L","0.52","0"
"PARTNERS","Yenisey","2004-06-14","","Mg","AV","mg/L","2","0"
"PARTNERS","Yenisey","2004-06-14","","Na","AV","mg/L","2.9","0"
"PARTNERS","Yenisey","2004-06-14","","NH4","AV","ug/L as N","0","0"
"PARTNERS","Yenisey","2004-06-14","","NO3","AV","ug/L as N","31","0"
"PARTNERS","Yenisey","2004-06-14","","pH","AV","std units","7.5","0"
"PARTNERS","Yenisey","2004-06-14","","PN","AV","ug/L","92","0"
"PARTNERS","Yenisey","2004-06-14","","PN-15N","AV","per mil","4.4","0"
"PARTNERS","Yenisey","2004-06-14","","POC","AV","mg/L","0.83","0"
"PARTNERS","Yenisey","2004-06-14","","POC-13C","AV","per mil","-27.8","0"
"PARTNERS","Yenisey","2004-06-14","","POC-14C","AV","per mil","-148.5","0"
"PARTNERS","Yenisey","2004-06-14","","POC-fm","AV","NA","0.857","0"
"PARTNERS","Yenisey","2004-06-14","","SiO2","AV","mg/L","4.5","0"
"PARTNERS","Yenisey","2004-06-14","","SO4","AV","mg/L as S","1.2","0"
"PARTNERS","Yenisey","2004-06-14","","TDN","AV","mg/L","0.3","0"
"PARTNERS","Yenisey","2004-06-14","","Temperature","AV","deg C","3.8","0"
"PARTNERS","Yenisey","2004-06-14","","TSS","AV","mg/L","26.1","0"
"PARTNERS","Yenisey","2004-06-16","","Alkalinity","AV","mg CaCO3/L","19.4","0"
"PARTNERS","Yenisey","2004-06-16","","As","AV","ug/L","0.28","0"
"PARTNERS","Yenisey","2004-06-16","","Ba","AV","ug/L","6","0"
"PARTNERS","Yenisey","2004-06-16","","Ca","AV","mg/L","8","0"
"PARTNERS","Yenisey","2004-06-16","","Cl","AV","mg/L","3.2","0"
"PARTNERS","Yenisey","2004-06-16","","Discharge","AV","m3/sec","94500","0"
"PARTNERS","Yenisey","2004-06-16","","DOC","AV","mg/L","12.4","0"
"PARTNERS","Yenisey","2004-06-16","","DOC-13C","AV","per mil","-27.3","0"
"PARTNERS","Yenisey","2004-06-16","","DOC-14C","AV","per mil","126","0"
"PARTNERS","Yenisey","2004-06-16","","K","AV","mg/L","0.72","0"
"PARTNERS","Yenisey","2004-06-16","","Li","AV","ug/L","0.76","0"
"PARTNERS","Yenisey","2004-06-16","","Mg","AV","mg/L","1.9","0"
"PARTNERS","Yenisey","2004-06-16","","Na","AV","mg/L","3","0"
"PARTNERS","Yenisey","2004-06-16","","NH4","AV","ug/L as N","0","0"
"PARTNERS","Yenisey","2004-06-16","","NO3","AV","ug/L as N","25","0"
"PARTNERS","Yenisey","2004-06-16","","pH","AV","std units","7.5","0"
"PARTNERS","Yenisey","2004-06-16","","PN","AV","ug/L","109","0"
"PARTNERS","Yenisey","2004-06-16","","POC","AV","mg/L","0.91","0"
"PARTNERS","Yenisey","2004-06-16","","POC-13C","AV","per mil","-29.4","0"
"PARTNERS","Yenisey","2004-06-16","","POC-14C","AV","per mil","-135","0"
"PARTNERS","Yenisey","2004-06-16","","POC-fm","AV","NA","0.871","0"
"PARTNERS","Yenisey","2004-06-16","","Rb","AV","ug/L","0.38","0"
"PARTNERS","Yenisey","2004-06-16","","SiO2","AV","mg/L","4.3","0"
"PARTNERS","Yenisey","2004-06-16","","SO4","AV","mg/L as S","1.1","0"
"PARTNERS","Yenisey","2004-06-16","","Sr","AV","ug/L","59","0"
"PARTNERS","Yenisey","2004-06-16","","TDN","AV","mg/L","0.33","0"
"PARTNERS","Yenisey","2004-06-16","","Temperature","AV","deg C","5.4","0"
"PARTNERS","Yenisey","2004-06-16","","TSS","AV","mg/L","21.6","0"
"PARTNERS","Yenisey","2004-06-16","","U","AV","ug/L","0.07","0"
"PARTNERS","Yenisey","2004-06-18","","Alkalinity","AV","mg CaCO3/L","19.1","0"
"PARTNERS","Yenisey","2004-06-18","","As","AV","ug/L","0.28","0"
"PARTNERS","Yenisey","2004-06-18","","Ba","AV","ug/L","5","0"
"PARTNERS","Yenisey","2004-06-18","","Ca","AV","mg/L","7.6","0"
"PARTNERS","Yenisey","2004-06-18","","Cl","AV","mg/L","2.6","0"
"PARTNERS","Yenisey","2004-06-18","","Discharge","AV","m3/sec","90600","0"
"PARTNERS","Yenisey","2004-06-18","","DOC","AV","mg/L","11.4","0"
"PARTNERS","Yenisey","2004-06-18","","DOC-13C","AV","per mil","-27.5","0"
"PARTNERS","Yenisey","2004-06-18","","DOC-14C","AV","per mil","125","0"
"PARTNERS","Yenisey","2004-06-18","","K","AV","mg/L","0.43","0"
"PARTNERS","Yenisey","2004-06-18","","Li","AV","ug/L","0.71","0"
"PARTNERS","Yenisey","2004-06-18","","Mg","AV","mg/L","1.9","0"
"PARTNERS","Yenisey","2004-06-18","","Na","AV","mg/L","2.6","0"
"PARTNERS","Yenisey","2004-06-18","","NH4","AV","ug/L as N","0","0"
"PARTNERS","Yenisey","2004-06-18","","NO3","AV","ug/L as N","25","0"
"PARTNERS","Yenisey","2004-06-18","","pH","AV","std units","7.6","0"
"PARTNERS","Yenisey","2004-06-18","","PN","AV","ug/L","99","0"
"PARTNERS","Yenisey","2004-06-18","","PN-15N","AV","per mil","4.5","0"
"PARTNERS","Yenisey","2004-06-18","","POC","AV","mg/L","0.81","0"
"PARTNERS","Yenisey","2004-06-18","","POC-13C","AV","per mil","-27.9","0"
"PARTNERS","Yenisey","2004-06-18","","POC-14C","AV","per mil","-133.2","0"
"PARTNERS","Yenisey","2004-06-18","","POC-fm","AV","NA","0.873","0"
"PARTNERS","Yenisey","2004-06-18","","Rb","AV","ug/L","0.34","0"
"PARTNERS","Yenisey","2004-06-18","","SiO2","AV","mg/L","4.2","0"
"PARTNERS","Yenisey","2004-06-18","","SO4","AV","mg/L as S","1.1","0"
"PARTNERS","Yenisey","2004-06-18","","Sr","AV","ug/L","56","0"
"PARTNERS","Yenisey","2004-06-18","","TDN","AV","mg/L","0.29","0"
"PARTNERS","Yenisey","2004-06-18","","Temperature","AV","deg C","8","0"
"PARTNERS","Yenisey","2004-06-18","","TSS","AV","mg/L","11.9","0"
"PARTNERS","Yenisey","2004-06-18","","U","AV","ug/L","0.06","0"
"PARTNERS","Yenisey","2004-08-25","","Alkalinity","AV","mg CaCO3/L","58.8","0"
"PARTNERS","Yenisey","2004-08-25","","As","AV","ug/L","0.33","0"
"PARTNERS","Yenisey","2004-08-25","","Ba","AV","ug/L","13","0"
"PARTNERS","Yenisey","2004-08-25","","Ca","AV","mg/L","21.3","0"
"PARTNERS","Yenisey","2004-08-25","","Cl","AV","mg/L","14.2","0"
"PARTNERS","Yenisey","2004-08-25","","Discharge","AV","m3/sec","18200","0"
"PARTNERS","Yenisey","2004-08-25","","DOC","AV","mg/L","4.9","0"
"PARTNERS","Yenisey","2004-08-25","","DOC-13C","AV","per mil","-26.7","0"
"PARTNERS","Yenisey","2004-08-25","","DOC-14C","AV","per mil","50","0"
"PARTNERS","Yenisey","2004-08-25","","K","AV","mg/L","0.75","0"
