system:index,area_km2,count,label,label2024,latitude,longitude,year,.geo
7_000000000000000006a7_7_000000000000000006a7,0.010280226892057145,12,822370273208386,7_000000000000000006a7,76.20170501763903,103.20398445835754,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000006b3_6_000000000000000005c4,0.01026183127304499,12,822748230330481,7_000000000000000006b3,76.22708242955991,103.25092155462956,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000006b3_7_000000000000000006b3,0.01026183127304499,12,822748230330481,7_000000000000000006b3,76.22708242955991,103.25092155462956,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000006ba_7_000000000000000006ba,0.01026788527883465,12,823452604967010,7_000000000000000006ba,76.21926705266966,103.33769878278696,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000006ba_7_000000000000000006bb,0.03679848266240292,43,823517029476443,7_000000000000000006ba,76.2164718031082,103.34276935502203,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000006c7_7_000000000000000006c7,0.011680161003515948,12,808338615048784,7_000000000000000006c7,74.27760350759964,101.44202882389014,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000006c8_6_000000000000000005d5,0.01025486604944047,12,827996680366209,7_000000000000000006c8,76.23570626360113,103.90875772652304,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000006c8_7_000000000000000006c8,0.01025486604944047,12,827996680366209,7_000000000000000006c8,76.23570626360113,103.90875772652304,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000006cf_2_000000000000000000a0,0.01018266575672878,12,829843516303674,7_000000000000000006cf,76.3354192409482,104.14133157946046,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000006cf_7_000000000000000006cf,0.01018266575672878,12,829843516303674,7_000000000000000006cf,76.3354192409482,104.14133157946046,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000006cf_7_000000000000000006ce,0.02375786911534923,28,829770501859644,7_000000000000000006cf,76.33643950003656,104.1357684838804,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000006ea_7_000000000000000006ea,0.011430132750095297,12,835491398294735,7_000000000000000006ea,74.62201759357943,104.84951834084512,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000001_7_00000000000000000001,0.012527159121199673,13,773875797465979,7_00000000000000000001,74.43844689481136,97.1196502820457,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000019_7_00000000000000000018,0.0034542824702478857,4,789101456533357,7_00000000000000000019,76.08761897343365,99.02996253145727,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000019_7_00000000000000000019,0.011225988102257098,13,789131521304432,7_00000000000000000019,76.08870730121778,99.03231542157909,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000002c_6_00000000000000000024,0.011246515924657953,13,786683389945665,7_0000000000000000002c,76.06358212174503,98.72401361389586,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000002c_6_00000000000000000025,0.024222063212872295,28,786704864782147,7_0000000000000000002c,76.06424997679147,98.73132402202786,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000002c_7_0000000000000000002c,0.011246515924657953,13,786683389945665,7_0000000000000000002c,76.06358212174503,98.72401361389586,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000002c_7_0000000000000000002d,0.024222063212872295,28,786704864782147,7_0000000000000000002c,76.06424997679147,98.73132402202786,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000004d_7_0000000000000000004d,0.011606533966735388,13,785901705896948,7_0000000000000000004d,75.60772167422608,98.62653949485626,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000004d_7_0000000000000000004f,0.01160752749390246,13,785936065635314,7_0000000000000000004d,75.60676808436205,98.6314733768058,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000004f_7_0000000000000000004d,0.011606533966735388,13,785901705896948,7_0000000000000000004f,75.60772167422608,98.62653949485626,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000004f_7_0000000000000000004f,0.01160752749390246,13,785936065635314,7_0000000000000000004f,75.60676808436205,98.6314733768058,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000004f_7_00000000000000000053,0.021429318824017697,24,785983310275568,7_0000000000000000004f,75.60603213657554,98.63717418972655,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000057_6_00000000000000000046,0.011601292437781517,13,786129339163648,7_00000000000000000057,75.61460414855236,98.65510585439053,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000057_7_00000000000000000057,0.011601292437781517,13,786129339163648,7_00000000000000000057,75.61460414855236,98.65510585439053,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000058_7_00000000000000000058,0.011572448377662505,13,786133634131011,7_00000000000000000058,75.65050912331189,98.65460839395793,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000008c_6_00000000000000000075,0.01111467301048413,13,795994879043702,7_0000000000000000008c,76.22983956570442,99.89478103425508,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000008c_7_0000000000000000008c,0.01111467301048413,13,795994879043702,7_0000000000000000008c,76.22983956570442,99.89478103425508,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000c2_7_000000000000000000c2,0.011442272012145292,13,791652667106676,7_000000000000000000c2,75.81535688042057,99.34849469581472,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000121_5_0000000000000000008c,0.011135287640516741,13,798266916743236,7_00000000000000000121,76.20318029418549,100.17746006299913,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000121_6_000000000000000000e9,0.011135287640516741,13,798266916743236,7_00000000000000000121,76.20318029418549,100.17746006299913,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000121_7_00000000000000000121,0.011135287640516741,13,798266916743236,7_00000000000000000121,76.20318029418549,100.17746006299913,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000136_7_00000000000000000136,0.011536280669753518,13,796789447992474,7_00000000000000000136,75.69744263450947,99.99188203824818,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000138_6_000000000000000000f7,0.011542866259764447,13,797223239689353,7_00000000000000000138,75.68794813344935,100.0489732708137,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000138_7_00000000000000000138,0.011542866259764447,13,797223239689353,7_00000000000000000138,75.68794813344935,100.0489732708137,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000194_7_00000000000000000194,0.011618652770090101,13,794160928007128,7_00000000000000000194,75.59275437567017,99.66264245465844,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000001a3_6_00000000000000000156,0.011621725849351545,13,794723568722897,7_000000000000000001a3,75.58885703613005,99.73424520224683,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000001a3_7_000000000000000001a4,0.009833917388672047,11,794753633493967,7_000000000000000001a3,75.5879637607401,99.73835350822235,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000001a3_7_000000000000000001a3,0.011621725849351545,13,794723568722897,7_000000000000000001a3,75.58885703613005,99.73424520224683,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000001a6_6_00000000000000000158,0.01161970328484767,13,794792288199637,7_000000000000000001a6,75.59080572699128,99.74452743224158,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000001a6_7_000000000000000001a6,0.01161970328484767,13,794792288199637,7_000000000000000001a6,75.59080572699128,99.74452743224158,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000001b4_6_00000000000000000165,0.011564382381180216,13,795904684729431,7_000000000000000001b4,75.66120597550717,99.8824671341775,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000001b4_7_000000000000000001b4,0.011564382381180216,13,795904684729431,7_000000000000000001b4,75.66120597550717,99.8824671341775,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000001b4_7_000000000000000001b2,0.021347254896728965,24,795844555187289,7_000000000000000001b4,75.66222178320554,99.8765797306374,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000001c7_6_00000000000000000175,0.011556680460830093,13,796772268123241,7_000000000000000001c7,75.67078343456507,99.99196492398426,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000001c7_7_000000000000000001c7,0.011556680460830093,13,796772268123241,7_000000000000000001c7,75.67078343456507,99.99196492398426,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000001cc_7_000000000000000001cc,0.011560907366484942,13,797184584983647,7_000000000000000001cc,75.66580812881108,100.04163492388365,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000001db_7_000000000000000001db,0.009283595426641188,13,825668808096039,7_000000000000000001db,78.5328573880758,103.61683292929862,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000001e1_7_000000000000000001e1,0.0109658065762773,13,806079462255059,7_000000000000000001e1,76.41807117862173,101.15771558896739,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000001f4_7_000000000000000001f4,0.011114736369619831,13,802987085801590,7_000000000000000001f4,76.2301297752844,100.76918725752482,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000020c_6_000000000000000001a6,0.011134361496916477,13,804773792196679,7_0000000000000000020c,76.20496307370756,100.99402873088978,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000020c_7_0000000000000000020c,0.011134361496916477,13,804773792196679,7_0000000000000000020c,76.20496307370756,100.99402873088978,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000024f_5_0000000000000000013f,0.011019656669265798,13,806032217614678,7_0000000000000000024f,76.350573148567,101.15439867984723,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000024f_7_0000000000000000024f,0.011019656669265798,13,806032217614678,7_0000000000000000024f,76.350573148567,101.15439867984723,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000265_5_0000000000000000014b,0.0111356473227722,13,806367225063492,7_00000000000000000265,76.20289009296468,101.1964398417732,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000265_7_00000000000000000265,0.0111356473227722,13,806367225063492,7_00000000000000000265,76.20289009296468,101.1964398417732,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000273_7_00000000000000000273,0.011038844350912931,13,806642102970665,7_00000000000000000273,76.3260698603665,101.23118401152186,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000027f_6_00000000000000000202,0.009340947810477822,11,806981405387049,7_0000000000000000027f,76.32657494203762,101.27055272001913,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000027f_7_0000000000000000027f,0.011038638435800973,13,806955635583272,7_0000000000000000027f,76.32590400106838,101.26766940415696,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000027f_7_00000000000000000282,0.015284346652883389,18,806977110419753,7_0000000000000000027f,76.32670559552383,101.27013626919411,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000002ae_6_0000000000000000021f,0.009437291029458209,11,804305640761372,7_000000000000000002ae,76.18114585026179,100.93667340673959,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000002ae_7_000000000000000002ae,0.011153437144784078,13,804318525663259,7_000000000000000002ae,76.1810402976464,100.93672996947089,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000002d5_7_000000000000000002d5,0.011418447946108419,13,805370792650158,7_000000000000000002d5,75.84636948649018,101.07019188790967,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000002df_5_00000000000000000191,0.011360121133103154,13,806165361600054,7_000000000000000002df,75.91938180151087,101.16978062370731,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000002df_6_00000000000000000249,8.738686257323326E-4,1,806195426371126,7_000000000000000002df,75.91905012552596,101.17230973246994,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000002df_6_00000000000000000248,0.011360121133103154,13,806165361600054,7_000000000000000002df,75.91938180151087,101.16978062370731,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000002df_7_000000000000000002e0,8.738686257323326E-4,1,806195426371126,7_000000000000000002df,75.91905012552596,101.17230973246994,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000002df_7_000000000000000002df,0.011360121133103154,13,806165361600054,7_000000000000000002df,75.91938180151087,101.16978062370731,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000002f5_5_000000000000000001a2,0.007048659431652462,8,802480279659866,7_000000000000000002f5,75.80067463174643,100.70695999474947,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000002f5_5_000000000000000001a3,0.011452898958157412,13,802514639398234,7_000000000000000002f5,75.80117726467341,100.70993998970005,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000002f5_6_0000000000000000025b,0.007048659431652462,8,802480279659866,7_000000000000000002f5,75.80067463174643,100.70695999474947,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000002f5_6_0000000000000000025c,0.007048433484139684,8,802514639398234,7_000000000000000002f5,75.80080935468554,100.71026127754875,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000002f5_7_000000000000000002f4,0.007048659431652462,8,802480279659866,7_000000000000000002f5,75.80067463174643,100.70695999474947,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000002f5_7_000000000000000002f5,0.011452898958157412,13,802514639398234,7_000000000000000002f5,75.80117726467341,100.70993998970005,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000302_1_00000000000000000017,0.009714391539777354,11,805748749772059,7_00000000000000000302,75.76666318920218,101.1177737246181,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000302_2_0000000000000000001e,0.011481014682959884,13,805748749772059,7_00000000000000000302,75.76672350398401,101.1178302807318,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000302_3_0000000000000000002e,0.011481014682959884,13,805748749772059,7_00000000000000000302,75.76672350398401,101.1178302807318,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000302_4_000000000000000000af,0.011481014682959884,13,805748749772059,7_00000000000000000302,75.76672350398401,101.1178302807318,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000302_6_00000000000000000266,0.009714391539777354,11,805748749772059,7_00000000000000000302,75.76666318920218,101.1177737246181,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000302_7_00000000000000000302,0.011481014682959884,13,805748749772059,7_00000000000000000302,75.76672350398401,101.1178302807318,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000310_7_00000000000000000310,0.010872153544241002,13,812831150844591,7_00000000000000000310,76.53644145479649,102.0065406057501,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000326_7_00000000000000000326,0.011135475113475228,13,811615675099205,7_00000000000000000326,76.20371927565527,101.8522238952422,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000326_7_00000000000000000327,0.0128497567387672,15,811641444902979,7_00000000000000000326,76.20230687843514,101.85664639232238,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000032f_5_000000000000000001c5,0.01113034560837863,13,811877668104274,7_0000000000000000032f,76.21056030943352,101.88655334032815,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000032f_7_0000000000000000032f,0.01113034560837863,13,811877668104274,7_0000000000000000032f,76.21056030943352,101.88655334032815,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000333_6_0000000000000000028e,0.009433310126437831,11,812075236599849,7_00000000000000000333,76.18800570199001,101.91288081899334,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000333_7_00000000000000000333,0.011148782704091286,13,812075236599849,7_00000000000000000333,76.188088635279,101.91250762417889,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000345_7_00000000000000000345,0.011324736149201138,13,811302142486154,7_00000000000000000345,75.96490563847027,101.81316785956584,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000034d_6_0000000000000000029f,0.013833499595632511,16,811418106603345,7_0000000000000000034d,76.07225776079474,101.8282595646025,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000034d_7_0000000000000000034d,0.011240382279883502,13,811448171374413,7_0000000000000000034d,76.07025726277887,101.8313277522624,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000034d_7_0000000000000000034a,0.019020304547135315,22,811418106603345,7_0000000000000000034d,76.0724414957519,101.82781864026722,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000396_7_00000000000000000396,0.01128542425257827,13,812719481693925,7_00000000000000000396,76.0135805452563,101.99385366209023,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000003aa_6_000000000000000002f6,0.009504641183103107,11,813604244957024,7_000000000000000003aa,76.07981588041739,102.1035850124377,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000003aa_7_000000000000000003aa,0.011233140303558552,13,813604244957024,7_000000000000000003aa,76.07987619138295,102.10364157103457,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000003ca_5_00000000000000000237,0.011392893187195658,13,807204743685611,7_000000000000000003ca,75.87895760708986,101.30121098935064,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000003ca_6_00000000000000000312,0.011392893187195658,13,807204743685611,7_000000000000000003ca,75.87895760708986,101.30121098935064,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000003ca_7_000000000000000003ca,0.011392893187195658,13,807204743685611,7_000000000000000003ca,75.87895760708986,101.30121098935064,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000003ca_7_000000000000000003ce,0.24707356645105336,282,807178973881835,7_000000000000000003ca,75.88203183285509,101.30021972003145,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000003dd_7_000000000000000003dd,0.011367567457021487,13,808755226879525,7_000000000000000003dd,75.91026042841078,101.49487397446147,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000003e6_7_000000000000000003e6,0.011359822381053286,13,809219083347512,7_000000000000000003e6,75.92058415316939,101.553748161917,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000040b_2_00000000000000000047,0.010465432022320458,12,810812516214380,7_0000000000000000040b,75.94851485830262,101.75329508355276,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000040b_3_00000000000000000057,0.009593456514804229,11,810808221247084,7_0000000000000000040b,75.94844949537283,101.75275194495339,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000040b_4_0000000000000000010a,0.011337900464686725,13,810808221247084,7_0000000000000000040b,75.9484872035907,101.75313264287853,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000040b_6_0000000000000000034d,0.011337900464686725,13,810808221247084,7_0000000000000000040b,75.9484872035907,101.75313264287853,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000040b_7_0000000000000000040b,0.011337900464686725,13,810808221247084,7_0000000000000000040b,75.9484872035907,101.75313264287853,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000429_7_00000000000000000429,0.010912852323131739,13,820154070084175,7_00000000000000000429,76.48498874797484,102.92671946932947,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000043e_2_00000000000000000050,0.009227976299312296,11,821171977333345,7_0000000000000000043e,76.49415157830641,103.05445990130376,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000043e_4_00000000000000000121,0.009227976299312296,11,821171977333345,7_0000000000000000043e,76.49415157830641,103.05445990130376,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000043e_7_0000000000000000043e,0.010905616114916257,13,821171977333345,7_0000000000000000043e,76.49415157713089,103.05499884573739,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000466_6_000000000000000003a6,0.010950091367694655,13,822950093793784,7_00000000000000000466,76.43776498518497,103.277103760613,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000466_7_00000000000000000466,0.010950091367694655,13,822950093793784,7_00000000000000000466,76.43776498518497,103.277103760613,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000004c8_6_000000000000000003fb,0.12813474350126747,150,820248559364233,7_000000000000000004c8,76.2421022619765,102.94443333647965,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000004c8_7_000000000000000004c8,0.011105952288687552,13,820321573808265,7_000000000000000004c8,76.24041204420965,102.94554254500648,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000004c8_7_000000000000000004c5,0.16315893219788535,191,820209904658568,7_000000000000000004c8,76.24192436851004,102.94306028812221,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000004ce_5_00000000000000000314,0.009414857501332686,11,820446127859803,7_000000000000000004ce,76.21520016471756,102.96263572773,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000004ce_6_00000000000000000401,0.011126498264495317,13,820446127859803,7_000000000000000004ce,76.21516246906505,102.96287316066685,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000004ce_7_000000000000000004ce,0.011126498264495317,13,820446127859803,7_000000000000000004ce,76.21516246906505,102.96287316066685,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000004e9_7_000000000000000004e9,0.011136850539617132,13,820798315178050,7_000000000000000004e9,76.20193648877105,103.00619957791757,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000004f3_4_00000000000000000197,0.0051472162346675515,6,820970113869853,7_000000000000000004f3,76.18207681825943,103.02508497830037,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000004f3_4_0000000000000000026f,0.007721163837720381,9,820970113869853,7_000000000000000004f3,76.18165760416176,103.02786975999426,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000004f3_5_00000000000000000333,0.00686280625180429,8,820961523935261,7_000000000000000004f3,76.18194208097897,103.02521971376949,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000004f3_5_00000000000000000467,0.010294826238695804,12,820961523935261,7_000000000000000004f3,76.18176240473996,103.02813925896385,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000004f3_6_00000000000000000422,0.009436578547442526,11,820957228967965,7_000000000000000004f3,76.18197885791012,103.02486447918527,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000004f3_6_00000000000000000588,0.010294826238695804,12,820957228967965,7_000000000000000004f3,76.18176240473996,103.02813925896385,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000004f3_7_0000000000000000066d,0.010294826238695804,12,820952934000669,7_000000000000000004f3,76.18176240473996,103.02813925896385,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000004f3_7_000000000000000004f3,0.011152707733606935,13,820952934000669,7_000000000000000004f3,76.18195245558691,103.02464963317848,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000518_7_00000000000000000518,0.011275826528172633,13,814093871228668,7_00000000000000000518,76.02589435385654,102.16574970879245,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000052f_1_00000000000000000049,0.011310850126355493,13,814321504495274,7_0000000000000000052f,75.98215330934003,102.1914138381283,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000052f_2_00000000000000000061,0.011310850126355493,13,814321504495274,7_0000000000000000052f,75.98215330934003,102.1914138381283,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000052f_4_000000000000000001b2,0.010441161021732754,12,814321504495274,7_0000000000000000052f,75.98211186591094,102.19135856532304,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000052f_7_0000000000000000052f,0.011310850126355493,13,814321504495274,7_0000000000000000052f,75.98215330934003,102.1914138381283,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000053d_7_0000000000000000053d,0.011257132165366442,13,814446058546985,7_0000000000000000053d,76.05048055643634,102.20729324420458,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000543_7_00000000000000000543,0.011270601627061345,13,814510483056392,7_00000000000000000543,76.03281825339528,102.21566843020365,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000054b_7_0000000000000000054b,0.011274524796018653,13,814699461617409,7_0000000000000000054b,76.02871367217139,102.24100086314917,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000572_7_00000000000000000572,0.011211573110732943,13,815262102333331,7_00000000000000000572,76.10748902923736,102.31069630266761,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000594_5_000000000000000003bd,0.009496599921914362,11,815829038016376,7_00000000000000000594,76.09289861726663,102.38248736598258,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000594_7_00000000000000000594,0.01122303036217852,13,815829038016376,7_00000000000000000594,76.09293630079107,102.38283789641089,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000005ab_6_000000000000000004d7,0.00433240010518176,5,816370203895575,7_000000000000000005ab,76.04032269816787,102.45025308282162,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000005ab_6_000000000000000004d6,0.01126418228401237,13,816335844157207,7_000000000000000005ab,76.04065433864831,102.44643866554978,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000005ab_7_000000000000000005ac,0.00433240010518176,5,816370203895575,7_000000000000000005ab,76.04032269816787,102.45025308282162,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000005ab_7_000000000000000005ab,0.01126418228401237,13,816335844157207,7_000000000000000005ab,76.04065433864831,102.44643866554978,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000005cc_6_000000000000000004f0,0.011236620102505637,13,817173362779992,7_000000000000000005cc,76.07556428736598,102.55216341350058,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000005cc_7_000000000000000005cc,0.011236620102505637,13,817173362779992,7_000000000000000005cc,76.07556428736598,102.55216341350058,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000005e4_6_00000000000000000507,0.012136003074529198,14,817680168920842,7_000000000000000005e4,76.03331584964754,102.61707022967482,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000005e4_7_000000000000000005e4,0.011271296340606859,13,817753183364872,7_000000000000000005e4,76.03256955196268,102.62331001027438,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000005e4_7_000000000000000005e1,0.012136003074529198,14,817680168920842,7_000000000000000005e4,76.03331584964754,102.61707022967482,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
