fid,label2024,first_year,latitude,longitude,area_km2,site_no
"1",7_0000000000000000011d,"2024",76.3236839650744,100.755769155484,0.00934180063251212,est1_006
"2",7_000000000000000001de,"2023",76.4092406836113,101.133498446871,0.0405129033768672,est1_006
"3",7_000000000000000001df,"2018",76.4063939807576,101.141419115516,0.0227941330338648,est1_006
"4",7_000000000000000001e0,"2022",76.4099429564407,101.137262785989,0.0405129033768672,est1_006
"5",7_000000000000000001e1,"2024",76.4180711786217,101.157715588967,0.0109658065762773,est1_006
"6",7_000000000000000001e2,"2021",76.3757128017945,101.19548987653,0.0186141792612586,est1_006
"7",7_000000000000000001e3,"2022",76.3650227596764,101.196818099832,0.0482632204474879,est1_006
"8",7_000000000000000001e4,"2021",76.3780132830544,101.212313991548,0.0879761728957412,est1_006
"9",7_000000000000000001e5,"2024",76.3650881286698,101.215085820828,0.00931453210252229,est1_006
"10",7_000000000000000001e6,"2021",76.3701050497139,101.216885956068,0.0702541545590616,est1_006
"11",7_000000000000000001e7,"2022",76.3751027009251,101.232493346659,0.0761526805543006,est1_006
"12",7_000000000000000001e8,"2021",76.3636429399893,101.222612678022,0.326876869804752,est1_006
"13",7_000000000000000001e9,"2021",76.375019023751,101.234969977531,0.0761526805543006,est1_006
"14",7_000000000000000001ea,"2024",76.3707230890515,101.315411351419,0.0118499653070764,est1_006
"15",7_000000000000000001eb,"2022",76.3631255712223,101.381419815016,0.0194775415650095,est1_006
"16",7_000000000000000001ec,"2021",76.3561887125597,101.445634541017,0.027961196894918,est1_006
"17",7_000000000000000001ed,"2024",76.3603026078148,101.510705136169,0.0101643898442482,est1_006
"18",7_000000000000000001ee,"2023",76.3583366173244,101.5320674232,0.0194851632354805,est1_006
"19",7_00000000000000000219,"2022",76.3362152785063,101.053290554685,0.0144251642882202,est1_006
"20",7_00000000000000000221,"2021",76.3362810490693,101.080522998611,0.0517570789642466,est1_006
"21",7_00000000000000000223,"2021",76.3393100761968,101.085953540131,0.0203590532598771,est1_006
"22",7_00000000000000000228,"2023",76.3400336409229,101.091256919487,0.0186616941782854,est1_006
"23",7_00000000000000000229,"2023",76.3443425090534,101.090131829636,0.022896087659488,est1_006
"24",7_0000000000000000022a,"2024",76.337090140899,101.091245749482,0.0127271884730377,est1_006
"25",7_0000000000000000022b,"2022",76.3423036165295,101.092098377251,0.00932961051173798,est1_006
"26",7_0000000000000000023a,"2021",76.3438685796565,101.109841815226,0.117876308996876,est1_006
"27",7_0000000000000000023b,"2022",76.3454409704818,101.115525591269,0.117876308996876,est1_006
"28",7_00000000000000000245,"2021",76.3481089690365,101.146789978672,0.038997596100405,est1_006
"29",7_0000000000000000024f,"2022",76.350573148567,101.154398679847,0.0110196566692658,est1_006
"30",7_00000000000000000255,"2021",76.3419416885528,101.167176505616,0.0228999731558309,est1_006
"31",7_00000000000000000256,"2021",76.354100794808,101.170544926554,0.144909502201739,est1_006
"32",7_00000000000000000261,"2023",76.3643932224148,101.195077117241,0.0482632204474879,est1_006
"33",7_0000000000000000026b,"2022",76.3600452439245,101.209273630234,0.181258131945026,est1_006
"34",7_0000000000000000026c,"2021",76.3622378929066,101.215937962819,0.364997934711263,est1_006
"35",7_00000000000000000272,"2022",76.358176467497,101.216865615357,0.044049244954158,est1_006
"36",7_0000000000000000027a,"2021",76.3386154670773,101.255682353001,0.0568396503185556,est1_006
"37",7_0000000000000000027d,"2022",76.3436866737836,101.260006334462,0.0254420683185586,est1_006
"38",7_0000000000000000027e,"2023",76.3023050585179,101.26515058267,0.01360980563893,est1_006
"39",7_00000000000000000286,"2024",76.3276319860066,101.28227091666,0.0441484028726282,est1_006
"40",7_00000000000000000287,"2021",76.3112280132973,101.27819013917,0.379962539135501,est1_006
"41",7_00000000000000000288,"2021",76.3306148382615,101.279535517526,0.0636649332355706,est1_006
"42",7_0000000000000000028a,"2024",76.3387756770855,101.28422349121,0.00933177163431292,est1_006
"43",7_0000000000000000028b,"2022",76.3158504729391,101.289463283635,0.0509854966944026,est1_006
"44",7_0000000000000000028c,"2023",76.3277451323144,101.283174948635,0.0441484028726282,est1_006
"45",7_0000000000000000028d,"2024",76.3381386698354,101.290985382246,0.00933201662331995,est1_006
"46",7_0000000000000000028e,"2022",76.3267403398254,101.289539197942,0.0161329486681216,est1_006
"47",7_0000000000000000028f,"2022",76.3348686156204,101.290292320296,0.0220639675492337,est1_006
"48",7_00000000000000000290,"2022",76.3396204861461,101.293397410559,0.0195112501927761,est1_006
"49",7_00000000000000000291,"2024",76.3281428913648,101.301667094031,0.0101880352767575,est1_006
"50",7_00000000000000000292,"2021",76.3231959560602,101.308405953261,0.105316864847059,est1_006
"51",7_00000000000000000293,"2023",76.3460246485242,101.321942721984,0.0144141521704002,est1_006
"52",7_00000000000000000294,"2024",76.3400343167442,101.325719622115,0.0135727064793061,est1_006
"53",7_00000000000000000295,"2022",76.3437178570159,101.325644516655,0.0220496064294353,est1_006
"54",7_00000000000000000296,"2022",76.3219224953912,101.332611269562,0.0127404880480071,est1_006
"55",7_00000000000000000297,"2024",76.3343167603504,101.334741429391,0.00933471940999502,est1_006
"56",7_00000000000000000298,"2024",76.3430300071195,101.340046825887,0.0245943029244422,est1_006
"57",7_00000000000000000299,"2022",76.3295708321893,101.340504125226,0.0118840913286433,est1_006
"58",7_0000000000000000029a,"2023",76.327828467281,101.346964760788,0.0203764645352884,est1_006
"59",7_0000000000000000029b,"2021",76.3036771364626,101.345221706007,0.0586842850981959,est1_006
"60",7_0000000000000000029c,"2022",76.3348066251217,101.347070271113,0.0526140263428187,est1_006
"61",7_0000000000000000029d,"2023",76.2992273369809,101.356773909887,0.0161643129729702,est1_006
"62",7_0000000000000000029e,"2022",76.3281646591289,101.360231217469,0.0365065049292569,est1_006
"63",7_0000000000000000029f,"2022",76.3379189658749,101.363919723359,0.0755094824455038,est1_006
"64",7_000000000000000002a0,"2021",76.3310936177925,101.375846748522,0.0806364643959654,est1_006
"65",7_000000000000000002a1,"2021",76.2757059461137,101.413474069939,0.0656218798586535,est1_006
"66",7_000000000000000002a4,"2024",76.325888941304,101.430240598736,0.00934070890150488,est1_006
"67",7_000000000000000002a8,"2024",76.3129433936661,101.486136296252,0.0169983428682294,est1_006
"68",7_000000000000000002a9,"2024",76.2595442773507,101.499917176096,0.00938471706313436,est1_006
"69",7_000000000000000002aa,"2023",76.2959756909123,101.505723267451,0.0204232759935699,est1_006
"70",7_000000000000000002ab,"2021",76.3216766207942,101.509209861526,0.0297294120578939,est1_006
"71",7_000000000000000002ac,"2024",76.2619942296226,101.510059992437,0.00938290387016398,est1_006
"72",7_000000000000000002ad,"2024",76.3445575378166,101.523387781442,0.00932759793939595,est1_006
"73",7_0000000000000000030e,"2022",76.5383879219927,101.993514480393,0.0585303364251836,est1_006
"74",7_0000000000000000030f,"2022",76.5385415265274,101.994545763506,0.0585303364251836,est1_006
"75",7_00000000000000000310,"2024",76.5364414547965,102.00654060575,0.010872153544241,est1_006
"76",7_00000000000000000311,"2022",76.5276728483749,102.013948814002,0.0343103330910873,est1_006
"77",7_00000000000000000312,"2022",76.5290940697396,102.027999016786,0.0234280635184498,est1_006
"78",7_00000000000000000313,"2023",76.5208016862618,102.149525603698,0.0318156194124851,est1_006
"79",7_00000000000000000314,"2023",76.5229369333771,102.160596854143,0.0133939927768619,est1_006
"80",7_00000000000000000315,"2024",76.5214154191154,102.165307431545,0.0100470253262315,est1_006
"81",7_00000000000000000316,"2023",76.5181951318655,102.185634670753,0.019260867009364,est1_006
"82",7_00000000000000000317,"2023",76.4979656758597,102.248598958789,0.0343849827711608,est1_006
"83",7_00000000000000000318,"2024",76.5139594237952,102.314427714971,0.0100516782031278,est1_006
"84",7_00000000000000000319,"2023",76.5157111251847,102.321321252074,0.0142384627129473,est1_006
"85",7_0000000000000000031a,"2022",76.5166071931769,102.328958025766,0.0134004891087155,est1_006
"86",7_0000000000000000031b,"2021",76.5127548065149,102.354402690311,0.0217818914687028,est1_006
"87",7_0000000000000000031c,"2022",76.5157006494429,102.357982342517,0.0276406556065801,est1_006
"88",7_0000000000000000031d,"2020",76.498077846034,102.022796859828,0.0327085228364216,est1_006
"89",7_0000000000000000031e,"2024",76.4996761590105,102.039678077474,0.0100630475393996,est1_006
"90",7_0000000000000000031f,"2016",76.4168219284066,102.106397718177,0.0767647413693392,est1_006
"91",7_00000000000000000320,"2016",76.3825497482874,102.152297038556,0.127696851027495,est1_006
"92",7_00000000000000000321,"2022",76.3892494332722,102.153494706732,0.076921109907457,est1_006
"93",7_00000000000000000322,"2024",76.3872220966873,102.162402858804,0.01521714667977,est1_006
"94",7_00000000000000000323,"2022",76.4978247601906,102.248198798622,0.0343849827711608,est1_006
"95",7_00000000000000000324,"2022",76.2059291923471,101.519670068616,0.0291190138055029,est1_006
"96",7_00000000000000000325,"2023",76.1946692875643,101.849841597442,0.0180002955081617,est1_006
"97",7_00000000000000000326,"2024",76.2030130770452,101.854435143782,0.0239852318522424,est1_006
"98",7_00000000000000000327,"2024",76.2030130770452,101.854435143782,0.0239852318522424,est1_006
"99",7_00000000000000000328,"2022",76.1974430537918,101.865947421168,0.0154236005780075,est1_006
"100",7_00000000000000000329,"2023",76.1909203279217,101.874481717406,0.0265776224027049,est1_006
"101",7_0000000000000000032a,"2024",76.1942285647851,101.869908652209,0.00942840916058597,est1_006
"102",7_0000000000000000032b,"2019",76.2040994446388,101.873145624305,0.0925085638275685,est1_006
"103",7_0000000000000000032c,"2021",76.1950511139375,101.881713439596,0.0942798013023221,est1_006
"104",7_0000000000000000032d,"2022",76.2046959326139,101.878455328132,0.0925085638275685,est1_006
"105",7_0000000000000000032e,"2021",76.199811082577,101.886759523494,0.041125773269859,est1_006
"106",7_0000000000000000032f,"2022",76.2105603094335,101.886553340328,0.0111303456083786,est1_006
"107",7_00000000000000000330,"2018",76.1847456112509,101.893870318133,0.106367158510825,est1_006
"108",7_00000000000000000331,"2022",76.1738368375226,101.898115292497,0.0274683365613527,est1_006
"109",7_00000000000000000332,"2023",76.173992013819,101.906682400102,0.0103021545644864,est1_006
"110",7_00000000000000000333,"2023",76.1880471686345,101.912694221586,0.0111487827040913,est1_006
"111",7_00000000000000000334,"2023",76.181671971813,101.910500450659,0.0265952710333865,est1_006
"112",7_00000000000000000335,"2024",76.1816975639081,101.911797882444,0.0265952710333865,est1_006
"113",7_00000000000000000336,"2024",76.2110824027847,101.923361015825,0.0231164025737088,est1_006
"114",7_00000000000000000337,"2023",76.1886864286479,101.927048317044,0.0154344916418176,est1_006
"115",7_00000000000000000338,"2021",76.1979602029154,101.948316470761,0.0462750750623083,est1_006
"116",7_00000000000000000339,"2024",76.1418570673604,102.097977031194,0.0249493379438029,est1_006
"117",7_00000000000000000343,"2024",76.1495321487447,101.791556916617,0.0180574113786503,est1_006
"118",7_000000000000000003a3,"2023",76.0928393859793,102.072356201096,0.0103594521796195,est1_006
"119",7_000000000000000003a5,"2022",76.0952801576414,102.075191477299,0.0207174279724997,est1_006
"120",7_000000000000000003aa,"2023",76.0798460359002,102.103613291736,0.0112331403035586,est1_006
"121",7_000000000000000003ab,"2021",76.0766404873234,102.108728083469,0.063094003008669,est1_006
"122",7_000000000000000003ac,"2021",76.0890438546359,102.097530474038,0.0699517746143946,est1_006
"123",7_000000000000000003ae,"2022",76.0943954228134,102.108912407914,0.0302130649051637,est1_006
"124",7_000000000000000003b2,"2024",76.0709552165871,102.120930561592,0.0103759644360287,est1_006
"125",7_000000000000000003b3,"2022",76.0774287217068,102.121048632801,0.013828997318955,est1_006
"126",7_000000000000000003b4,"2022",76.080220435391,102.131114175435,0.0509834877762545,est1_006
"127",7_000000000000000003b6,"2023",76.0724965711387,102.137574432962,0.0605182168609704,est1_006
"128",7_000000000000000003b7,"2022",76.0691990589987,102.132561676236,0.0250782081529484,est1_006
"129",7_000000000000000003b8,"2021",76.0727591385379,102.142946660548,0.0864538583767482,est1_006
"130",7_000000000000000003b9,"2021",76.0730861401903,102.148078705072,0.0544668383314819,est1_006
"131",7_000000000000000003ba,"2022",76.0743377878136,102.151954007757,0.0164258303413503,est1_006
"132",7_000000000000000003bb,"2022",76.0820347782017,102.156048429102,0.0786215161961432,est1_006
"133",7_000000000000000003bc,"2022",76.1046383318038,102.178790659379,0.0914348779766612,est1_006
"134",7_000000000000000003eb,"2016",75.79122924545,101.583847018906,0.0670048972374259,est1_006
"135",7_000000000000000003ed,"2022",75.7901136069047,101.596502583958,0.0158711475572986,est1_006
"136",7_00000000000000000419,"2018",75.7801256732629,101.580459280604,0.0105875087662517,est1_006
"137",7_0000000000000000041a,"2022",75.7812176692683,101.592990925998,0.0379389779585494,est1_006
"138",7_0000000000000000041b,"2022",75.7778427881444,101.593480522405,0.0132372402082099,est1_006
"139",7_0000000000000000041c,"2016",75.7826858652349,101.598043778348,0.0123501692658568,est1_006
"140",7_00000000000000000423,"2021",76.4713734491345,102.84470514282,0.0378116651837363,est1_006
"141",7_00000000000000000424,"2022",76.4675920383544,102.876948728102,0.0310978376715837,est1_006
"142",7_00000000000000000425,"2023",76.4648833042449,102.881516218387,0.022698919965411,est1_006
"143",7_00000000000000000426,"2024",76.4776879218451,102.917801584079,0.00923891825832448,est1_006
"144",7_00000000000000000427,"2022",76.4812242551099,102.917455851802,0.0327470099338007,est1_006
"145",7_00000000000000000428,"2023",76.4775870232809,102.928168586115,0.0218373792093086,est1_006
"146",7_00000000000000000429,"2024",76.4849887479748,102.926719469329,0.0109128523231317,est1_006
"147",7_0000000000000000042a,"2016",76.4827994169653,102.929575029566,0.0612913623034818,est1_006
"148",7_0000000000000000042b,"2016",76.4825243081917,102.930239152322,0.0612913623034818,est1_006
"149",7_0000000000000000042c,"2024",76.4681330887751,102.936323310578,0.0092456583750137,est1_006
"150",7_0000000000000000042d,"2022",76.4664334082253,102.942244991583,0.0168110992570267,est1_006
"151",7_0000000000000000042e,"2022",76.4817072470238,102.944873234614,0.047018564313807,est1_006
"152",7_0000000000000000042f,"2016",76.4871975334616,102.947626000494,0.0125896510814887,est1_006
"153",7_00000000000000000430,"2018",76.474985482345,102.982984032181,0.273855235789254,est1_006
"154",7_00000000000000000431,"2016",76.4940751440501,102.990937364352,0.0192938008705693,est1_006
"155",7_00000000000000000432,"2021",76.4694218787005,102.990666054702,0.0563049466297175,est1_006
"156",7_00000000000000000433,"2016",76.4908395554795,102.997388583704,0.174522373962664,est1_006
"157",7_00000000000000000434,"2018",76.4831614138644,103.028667698055,0.607805075051639,est1_006
"158",7_00000000000000000435,"2022",76.4866968305899,103.029870824982,0.607805075051639,est1_006
"159",7_00000000000000000436,"2024",76.4839107724355,103.032091835207,0.010074471618755,est1_006
"160",7_00000000000000000437,"2023",76.4828866693193,103.036942723042,0.0125936181379504,est1_006
"161",7_00000000000000000438,"2023",76.4914540177067,103.037589420987,0.0176203469540368,est1_006
"162",7_00000000000000000439,"2023",76.4854840635814,103.037985245033,0.0360950283180963,est1_006
"163",7_0000000000000000043a,"2021",76.4719146745334,103.042559455122,0.164674522753528,est1_006
"164",7_0000000000000000043b,"2024",76.4925346111529,103.044758076396,0.00922839568427852,est1_006
