system:index,B11,B12,B2,B3,B4,B8,B8A,latitude,longitude,ndvi,ndwi,slump,.geo
00000000000000001b34,2419,1290,1058,849,818,1821,2161,76.01171383858194,100.8857522582801,0.3800682,0.36404493,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001b54,2561,1360,1199,965,910,1913,2208,76.01171383858194,100.8857522582801,0.35529578,0.3293954,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003848,2571,1338,1113,962,1003,2686,3196,75.88389816598597,102.7039105809132,0.4562212,0.4725877,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017a5,66,32,1335,1073,982,585,541,76.46868251453907,101.24030430124171,-0.25335035,-0.2943305,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017c9,62,32,1263,1030,818,384,365,76.46868251453907,101.24030430124171,-0.36106488,-0.45685998,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017e7,43,20,1160,919,603,271,247,76.46868251453907,101.24030430124171,-0.3798627,-0.54453784,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000180d,40,20,1161,932,677,266,219,76.46868251453907,101.24030430124171,-0.43584305,-0.55592656,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001813,40,20,1161,932,677,266,219,76.46868251453907,101.24030430124171,-0.43584305,-0.55592656,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000184f,23,15,1154,912,631,218,177,76.46868251453907,101.24030430124171,-0.48645467,-0.6141593,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001874,34,30,1208,921,589,251,225,76.46868251453907,101.24030430124171,-0.40238094,-0.5716724,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001891,42,14,1204,932,602,245,224,76.46868251453907,101.24030430124171,-0.4214876,-0.58368737,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001895,42,14,1204,932,602,246,224,76.46868251453907,101.24030430124171,-0.4198113,-0.582343,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000018f0,103,76,1253,983,692,304,270,76.46868251453907,101.24030430124171,-0.38955823,-0.52758354,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000190e,231,189,1427,1159,937,514,485,76.46868251453907,101.24030430124171,-0.2915231,-0.38553497,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001cdf,1940,1463,1302,1091,1077,1557,1752,75.81525476436923,100.99841590549647,0.18223235,0.17598188,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001b7a,1663,870,1142,898,853,1848,2324,76.18418294912712,100.77033288661272,0.36838207,0.34595776,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bf4,31,19,1111,855,558,231,193,76.2400465671247,99.49018740158316,-0.41444868,-0.5745856,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e92,2711,1382,1177,1033,981,2496,3011,75.23111698546887,98.78264400102869,0.43572044,0.41456503,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ea9,2429,1271,1112,954,915,2334,2688,75.23111698546887,98.78264400102869,0.43674976,0.41970804,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000728,31,23,1102,860,594,242,219,76.23165899804316,99.02691355673645,-0.42105263,-0.5607985,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000741,16,9,1094,826,522,192,173,76.23165899804316,99.02691355673645,-0.46218488,-0.6227898,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000768,38,15,1127,848,556,225,202,76.23165899804316,99.02691355673645,-0.4238156,-0.5806151,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000780,22,9,1044,753,439,180,168,76.23165899804316,99.02691355673645,-0.4184168,-0.6141479,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000046c8,65,24,1204,921,577,333,320,74.53304025645086,102.06883649067932,-0.26813188,-0.46889952,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000050a5,2100,1205,1186,987,954,2164,2416,76.22500601927142,104.68490635581601,0.38806927,0.3735322,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000050bc,2095,1192,1073,908,912,1940,2295,76.22500601927142,104.68490635581601,0.3604488,0.36235955,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000102b,2227,1209,1092,925,830,2003,2318,74.42609763588607,98.37316475129074,0.4140487,0.3681694,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004282,675,523,1282,1066,854,676,794,75.88200750713932,103.1771549757154,-0.11633987,-0.2238806,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000106a,1989,1153,1093,895,874,1776,2035,74.42594602645025,98.6784972368244,0.34037736,0.32983902,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004d7f,2338,1231,1149,1010,893,2442,2742,74.528630205509,102.9824171145093,0.46446776,0.414832,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004dd1,2358,1235,1154,1006,989,2228,2626,74.528630205509,102.9824171145093,0.38514143,0.37786025,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001b79,3097,1617,1296,1091,1159,2196,2679,76.17456466815484,100.94015329113216,0.3090909,0.3361728,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000047d9,1895,1227,1580,1304,1277,2001,2326,77.39797701048141,105.90517057279884,0.22086638,0.21089259,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000047f4,1103,759,1224,928,821,1169,1374,77.39797701048141,105.90517057279884,0.17487437,0.114926085,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004805,1965,1443,1486,1190,1147,1819,2153,77.39797701048141,105.90517057279884,0.22656778,0.20903955,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000262a,1970,1295,1154,949,862,1641,1910,76.23466443215318,101.55087623051315,0.31122652,0.26718146,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000520c,1963,1572,1310,1071,1031,1303,1620,75.29122566766932,104.07466945844982,0.11653813,0.09772536,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005217,1962,1446,1113,852,770,902,1006,75.29122566766932,104.07466945844982,0.078947365,0.028506272,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005425,2966,2700,1677,1614,1741,2058,2242,75.91336836484821,105.33770537273733,0.08344301,0.12091503,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005447,3038,2707,1681,1594,1746,2060,2314,75.91336836484821,105.33770537273733,0.082501315,0.12753147,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,2689,1390,1267,1084,1082,2245,2679,75.8510702640305,97.36474350715503,0.34956416,0.3487534,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016,2698,1401,1139,979,1007,2259,2709,75.8510702640305,97.36474350715503,0.38334355,0.39530575,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027,2274,1249,1315,1081,1065,2219,2568,75.8510702640305,97.36474350715503,0.35140073,0.34484848,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f,2603,1383,1150,980,1012,2183,2565,75.8510702640305,97.36474350715503,0.36651018,0.38033512,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047,2630,1419,1160,980,1014,2172,2521,75.8510702640305,97.36474350715503,0.36346516,0.37817258,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004f,2355,1309,1273,1069,1104,2076,2406,75.8510702640305,97.36474350715503,0.30566037,0.3201908,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000011d1,2639,1328,1169,1034,1023,2564,3049,75.53988743791473,99.87271584455407,0.4296069,0.42523625,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001666,82,63,4090,3730,3747,2904,2826,78.47595131284879,103.1996823542374,-0.12674786,-0.1245101,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001688,97,76,4137,3802,3948,3095,3305,78.47595131284879,103.1996823542374,-0.12111316,-0.10250834,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016a5,95,70,3998,3625,3788,3072,3258,78.47595131284879,103.1996823542374,-0.10437318,-0.082574286,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000149e,1248,938,1032,760,637,641,723,74.57538388005439,98.88766474903943,0.0031298904,-0.08493933,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000051ec,3277,2758,2489,2274,2374,2909,3165,75.2928844532612,104.23654820399307,0.10126822,0.12251592,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005200,1730,1309,1197,907,784,861,929,75.2928844532612,104.23654820399307,0.04680851,-0.0260181,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004baa,2348,1246,1157,1002,918,2467,2812,75.40507097666485,103.31764341350527,0.4576071,0.4223119,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004bc8,2244,1209,1121,945,929,2303,2597,75.40507097666485,103.31764341350527,0.42512375,0.41810346,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a4a,3167,1606,1189,1087,1115,2647,3180,75.11881898453889,98.00141841466709,0.4072302,0.41778255,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a56,3019,1592,1182,1044,1101,2471,2896,75.11881898453889,98.00141841466709,0.38353863,0.4059744,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a5a,2940,1567,1170,1045,1130,2466,2817,75.11881898453889,98.00141841466709,0.37152392,0.404728,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a62,3445,1818,1281,1153,1300,2762,3264,75.11881898453889,98.00141841466709,0.35992122,0.41098338,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a6a,3068,1663,1343,1143,1288,2421,2887,75.11881898453889,98.00141841466709,0.30547318,0.35858586,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000045e4,626,354,1112,824,642,677,735,74.74487877019692,101.90865220353639,0.026535254,-0.09793471,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000460d,2050,1402,1294,1129,1138,1569,1802,74.74487877019692,101.90865220353639,0.15921685,0.16308376,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004632,2013,1410,1321,1141,1165,1556,1744,74.74487877019692,101.90865220353639,0.14369717,0.15387468,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d26,2858,1434,1156,1013,964,2314,2798,75.60075862639532,99.27324767623196,0.41183648,0.39104298,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d50,2745,1444,1175,1024,981,2350,2741,75.60075862639532,99.27324767623196,0.4109877,0.39300534,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000068,851,472,1196,898,733,1029,1182,75.67390126097499,96.9553311439329,0.16799092,0.06798132,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4,2611,1390,1187,1024,1051,2099,2470,75.67390126097499,96.9553311439329,0.3326984,0.3442203,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003cd6,2833,1465,1194,1073,1074,2635,3032,74.03700985526554,100.6105677549688,0.42086816,0.42125136,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003ce7,2777,1465,1236,1053,1159,2351,2853,74.03700985526554,100.6105677549688,0.33960113,0.3813161,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000219d,2506,1324,1244,1102,1081,2705,3171,76.5045604416151,102.23158922002904,0.42894876,0.42106646,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000021c7,2568,1285,1257,1088,1080,2579,3085,76.5045604416151,102.23158922002904,0.40967476,0.4065994,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000221c,3144,2183,1964,1749,1804,3138,3578,76.5045604416151,102.23158922002904,0.2699312,0.28422344,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002266,2466,1309,1117,985,1029,2552,2985,76.5045604416151,102.23158922002904,0.42530018,0.4430308,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000022df,2556,1389,1193,1027,1096,2573,3084,76.5045604416151,102.23158922002904,0.402562,0.42944443,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002388,1024,590,1091,824,748,1085,1276,76.5045604416151,102.23158922002904,0.18385161,0.13672079,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000066,843,460,1169,892,729,1027,1212,75.67382991535813,96.95609365021303,0.16970387,0.07034914,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000014ba,2411,1160,1031,957,752,2745,3183,74.1033434425366,99.26281337976691,0.5699171,0.48298216,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000014be,2518,1232,1135,1030,821,2840,3262,74.1033434425366,99.26281337976691,0.55148864,0.46770027,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000014c0,2518,1232,1135,1030,821,2840,3263,74.1033434425366,99.26281337976691,0.55148864,0.46770027,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000014f1,2518,1293,1102,1024,863,2795,3240,74.1033434425366,99.26281337976691,0.5281575,0.46373397,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000014f6,2604,1350,1178,1083,934,2895,3230,74.1033434425366,99.26281337976691,0.51214415,0.45550528,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000014f9,2604,1350,1178,1083,934,2894,3229,74.1033434425366,99.26281337976691,0.5120167,0.45536837,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001504,2634,1301,1057,1009,945,2745,3283,74.1033434425366,99.26281337976691,0.4878049,0.46244007,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000150f,2911,1518,1270,1108,1110,2583,3079,74.1033434425366,99.26281337976691,0.39886272,0.3996207,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001516,2911,1518,1269,1108,1110,2582,3079,74.1033434425366,99.26281337976691,0.39869988,0.399458,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002b1c,2694,1435,1182,1027,987,2278,2644,75.73998959768811,101.79937301401958,0.39540583,0.3785174,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002f27,2616,1891,1325,1032,910,1232,1337,77.14179273675883,103.51064668440156,0.1503268,0.088339224,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001e05,2920,2491,1518,1418,1558,1961,2197,75.19806612846072,100.2875415564551,0.11452117,0.16069843,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000045ec,2334,1387,1341,1104,1047,1947,2247,74.67278848346585,102.08698503196683,0.3006012,0.27630284,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003890,2683,1960,1637,1437,1390,2292,2626,75.61600429289705,102.21766344743912,0.24497555,0.22928399,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038a9,2495,1334,1164,1011,942,2143,2506,75.61600429289705,102.21766344743912,0.3893031,0.3589093,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000038db,2580,1445,1157,1009,978,2268,2635,75.61600429289705,102.21766344743912,0.3974122,0.38419285,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003902,2467,1399,1159,969,975,2093,2489,75.61600429289705,102.21766344743912,0.3644068,0.36708033,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000392d,2617,1504,1262,1073,1091,2168,2494,75.61600429289705,102.21766344743912,0.33046946,0.33785868,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000395a,2648,1538,1312,1072,1099,2011,2432,75.61600429289705,102.21766344743912,0.29324758,0.30457348,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001248,79,39,1050,815,521,297,308,75.352021051432,99.76930037292254,-0.27383864,-0.46582735,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000124d,68,36,1016,792,533,300,302,75.352021051432,99.76930037292254,-0.27971187,-0.45054945,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001267,98,50,1326,1015,791,493,465,75.352021051432,99.76930037292254,-0.23208722,-0.34615386,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001274,31,21,1002,799,604,242,197,75.352021051432,99.76930037292254,-0.427896,-0.53506243,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001280,53,31,1041,831,648,291,233,75.352021051432,99.76930037292254,-0.38019168,-0.48128343,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000056ab,28,19,1044,761,407,192,184,74.65823843672847,104.01850708068167,-0.35893154,-0.59706193,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005b39,2718,1424,1099,1016,995,2710,3062,74.09298495078944,105.10672393816883,0.462888,0.45464304,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005b4d,2266,1223,1100,1002,968,2759,3079,74.09298495078944,105.10672393816883,0.48054737,0.467163,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005b6c,2527,1368,1111,979,1000,2507,2961,74.09298495078944,105.10672393816883,0.429712,0.43832472,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005b7c,1685,857,1018,829,808,1818,2083,74.09298495078944,105.10672393816883,0.3846154,0.37363052,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005b91,2541,1402,1238,1061,1138,2461,2854,74.09298495078944,105.10672393816883,0.3676021,0.3975014,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003d9f,2135,1141,1238,1044,1063,2157,2521,77.02621729655458,104.11634421689533,0.33975154,0.34770384,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003da6,1786,1006,1142,952,965,1964,2335,77.02621729655458,104.11634421689533,0.34107205,0.34705076,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000046aa,70,46,991,726,419,239,241,74.579356939093,102.13433622605339,-0.27355623,-0.5046632,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000046c2,23,15,968,694,380,177,168,74.579356939093,102.13433622605339,-0.36445242,-0.5935706,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004319,2145,1248,1170,1000,962,2224,2560,75.67847183955477,103.05143953971559,0.39610797,0.37965262,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004333,2171,1233,1197,1024,951,2236,2395,75.67847183955477,103.05143953971559,0.4032005,0.37177914,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004356,2306,1300,1165,995,985,2250,2565,75.67847183955477,103.05143953971559,0.39103556,0.38674885,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004377,2037,1174,1105,934,906,2176,2416,75.67847183955477,103.05143953971559,0.4120701,0.3993569,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000439e,1880,1103,1090,902,873,1978,2198,75.67847183955477,103.05143953971559,0.38758332,0.37361112,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000043ad,2108,1246,1159,976,950,2170,2530,75.67847183955477,103.05143953971559,0.39102563,0.37952957,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000043bc,2006,1168,1109,914,902,1939,2226,75.67847183955477,103.05143953971559,0.36501232,0.35927093,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000043ce,2134,1237,1228,1010,1006,2069,2366,75.67847183955477,103.05143953971559,0.34569106,0.34394285,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000043da,2057,1200,1191,980,1008,1957,2214,75.67847183955477,103.05143953971559,0.32006747,0.33265236,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000043ee,2176,1289,1215,1011,1061,2001,2238,75.67847183955477,103.05143953971559,0.3069889,0.32868525,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000043f2,2653,2145,2603,2250,2276,2614,2745,75.67847183955477,103.05143953971559,0.06912065,0.074835524,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000043f6,1124,751,1097,887,808,1166,1320,75.67847183955477,103.05143953971559,0.18135765,0.13589868,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004406,2067,1265,1299,1050,1077,1846,2133,75.67847183955477,103.05143953971559,0.26308587,0.27486187,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003882,2492,1304,1172,995,894,2225,2621,75.6049368040824,101.95005049771657,0.42673934,0.38198757,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000049a8,2116,1149,1247,1053,987,2070,2314,76.3894576661225,104.17408065733535,0.35426888,0.32564843,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006cf,1609,1032,1127,970,851,1929,2224,73.9710686688872,97.15017602356426,0.3877698,0.33080372,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006d6,1561,995,1183,1010,862,1844,2200,73.9710686688872,97.15017602356426,0.36289728,0.29222146,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e3,1522,1031,1169,999,884,1848,2132,73.9710686688872,97.15017602356426,0.35285506,0.29820865,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ef,1616,1090,1167,989,868,1906,2140,73.9710686688872,97.15017602356426,0.3741889,0.31675303,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000045b9,2691,1524,1158,1023,979,2177,2501,74.69794227250836,102.15618136211422,0.37959442,0.360625,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004601,2587,1484,1231,1056,1028,2089,2413,74.69794227250836,102.15618136211422,0.3403914,0.32845786,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004608,2587,1484,1231,1056,1028,2089,2413,74.69794227250836,102.15618136211422,0.3403914,0.32845786,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004630,2724,1589,1169,1029,1045,2082,2454,74.69794227250836,102.15618136211422,0.33162776,0.33847636,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004668,2811,1609,1303,1084,1156,2027,2441,74.69794227250836,102.15618136211422,0.27364123,0.30311796,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004dfe,2596,1463,1164,1020,987,2090,2426,74.42805072214747,102.55395547158686,0.35846603,0.34405145,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000292f,746,477,1148,857,699,866,952,75.7954875693993,101.61819527911702,0.106709264,0.0052234475,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000029bb,2152,1467,1256,1062,1067,1824,2032,75.7954875693993,101.61819527911702,0.2618471,0.26403326,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a0f,2057,1367,1241,1007,1024,1662,1962,75.7954875693993,101.61819527911702,0.23752792,0.24541026,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a47,2158,1476,1361,1117,1114,1816,2018,75.7954875693993,101.61819527911702,0.23959045,0.23832254,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a85,2138,1443,1294,1102,1129,1754,2013,75.7954875693993,101.61819527911702,0.21678807,0.22829132,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002ab2,1525,974,1172,929,904,1378,1584,75.7954875693993,101.61819527911702,0.20771253,0.19462505,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002ace,2132,1435,1402,1130,1140,1741,2031,75.7954875693993,101.61819527911702,0.20860812,0.21281783,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000573,2597,1609,1277,1115,1083,1953,2236,74.78199186826474,97.30099619849496,0.28656125,0.2731421,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000058a,2686,1634,1431,1225,1185,1994,2269,74.78199186826474,97.30099619849496,0.25448254,0.23889406,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000103d,2281,1252,1140,977,875,2058,2397,74.3684905093766,98.74648069148523,0.4033413,0.35617793,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000028fb,3099,2664,1934,1776,1866,2193,2421,75.7993001008,101.47136599962917,0.08056171,0.10506425,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000294e,2761,2236,1819,1639,1688,1917,2219,75.7993001008,101.47136599962917,0.06352288,0.07817773,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000455e,1716,1196,1085,846,783,1079,1211,74.84639020567862,101.98976771079963,0.15896885,0.12103896,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004574,2874,2654,2497,2027,1978,2226,2311,74.84639020567862,101.98976771079963,0.058991436,0.0467905,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000206a,1060,835,1482,1162,1028,1012,1103,77.22499956241614,102.89194641323594,-0.007843138,-0.06899724,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004d62,29,10,962,705,368,174,152,74.59053144633293,102.75894034701376,-0.35793358,-0.6040956,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004d7b,26,8,958,684,350,164,161,74.59053144633293,102.75894034701376,-0.3618677,-0.6132075,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004d8b,18,10,1033,771,425,201,181,74.59053144633293,102.75894034701376,-0.35782748,-0.58641976,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004dbb,36,7,1056,778,405,172,131,74.59053144633293,102.75894034701376,-0.40381283,-0.63789475,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004ddc,20,2,971,671,363,163,159,74.59053144633293,102.75894034701376,-0.38022813,-0.60911274,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004dec,55,21,1245,958,630,296,261,74.59053144633293,102.75894034701376,-0.36069113,-0.5279107,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004df9,180,161,1330,1035,671,363,334,74.59053144633293,102.75894034701376,-0.29787233,-0.4806867,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005ad8,1408,829,1068,862,804,1607,1882,74.34290864663298,105.28166784979865,0.33305684,0.3017416,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005aeb,1537,935,1197,982,907,1650,1814,74.34290864663298,105.28166784979865,0.29057488,0.25379938,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005af5,1772,1076,1188,973,925,1684,1966,74.34290864663298,105.28166784979865,0.29091606,0.26759502,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005b06,1706,1069,1116,936,889,1586,1804,74.34290864663298,105.28166784979865,0.28161615,0.25773194,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005b1a,1655,1017,1335,1064,1036,1598,1884,74.34290864663298,105.28166784979865,0.2133637,0.20060106,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005b24,1670,1045,1190,968,928,1531,1778,74.34290864663298,105.28166784979865,0.24522163,0.22529012,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
