system:index,B11,B12,B2,B3,B4,B8,B8A,latitude,longitude,ndvi,ndwi,slump,.geo
00000000000000000f44,2378,1401,1143,1004,997,1877,2157,74.96314284856099,99.04955241278479,0.30619347,0.3030198,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f48,2378,1401,1143,1003,997,1877,2158,74.96314284856099,99.04955241278479,0.30619347,0.30347222,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f51,2469,1419,1211,1026,1062,1932,2190,74.96314284856099,99.04955241278479,0.29058117,0.30628803,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f57,2599,1468,1223,1059,1097,1935,2247,74.96314284856099,99.04955241278479,0.27638522,0.29258516,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f5f,2533,1468,1337,1091,1139,1861,2168,74.96314284856099,99.04955241278479,0.24066667,0.26084012,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f64,2532,1468,1337,1091,1139,1861,2167,74.96314284856099,99.04955241278479,0.24066667,0.26084012,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004e6d,2158,1464,1306,1053,953,1285,1552,76.83814133232234,105.7575431142224,0.14834674,0.09923011,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004e9b,2103,1450,1191,947,840,1195,1436,76.83814133232234,105.7575431142224,0.17444718,0.115779646,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003de0,2070,985,1167,989,874,2970,3587,76.84230167360519,104.39295563254375,0.5452654,0.5003789,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001593,1776,1607,1436,1098,931,826,848,78.52198707212456,103.32373454554428,-0.059760958,-0.14137214,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000028f0,2450,1318,1197,1042,997,2282,2621,75.85789714774333,101.25746292209536,0.39188778,0.37304452,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004135,2206,1195,1144,957,920,2198,2554,76.13652407706789,103.64590459665574,0.40987813,0.3933439,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000129f,2645,1570,1329,1161,1116,2125,2533,75.19263048427658,99.75068808512547,0.31132367,0.2933658,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004721,31,25,876,605,350,174,162,74.25053390920979,102.04204621155021,-0.33587787,-0.55327344,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000472a,37,22,944,679,415,223,226,74.25053390920979,102.04204621155021,-0.30094042,-0.50554323,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004734,2197,2222,2202,1976,1922,1899,2148,74.25053390920979,102.04204621155021,-0.0060193664,-0.019870969,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004747,26,11,881,615,346,170,159,74.25053390920979,102.04204621155021,-0.34108528,-0.566879,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000474f,537,591,1216,921,703,613,612,74.25053390920979,102.04204621155021,-0.06838906,-0.20078227,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000477b,20,14,958,708,418,172,158,74.25053390920979,102.04204621155021,-0.41694915,-0.6090909,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004797,24,14,899,656,387,161,146,74.25053390920979,102.04204621155021,-0.41240877,-0.60587513,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000047a2,42,31,1107,822,545,226,222,74.25053390920979,102.04204621155021,-0.41374838,-0.5687023,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004ad0,2204,1217,1166,972,913,2029,2359,75.74434613941733,104.08192441586378,0.3793338,0.35221592,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003806,2687,1387,1150,1022,1002,2388,2818,75.9144028762926,102.61294937852394,0.40884957,0.40058652,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000381d,2655,1426,1167,1009,1025,2504,2884,75.9144028762926,102.61294937852394,0.41909888,0.4255622,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000382e,2748,1497,1172,1022,1039,2542,2865,75.9144028762926,102.61294937852394,0.41971517,0.4264871,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000383b,2686,1459,1143,988,1034,2348,2762,75.9144028762926,102.61294937852394,0.3885275,0.40767387,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003843,2702,1481,1141,987,1037,2347,2707,75.9144028762926,102.61294937852394,0.38711584,0.40791842,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003870,3054,1674,1217,1019,1175,2319,2762,75.9144028762926,102.61294937852394,0.32741842,0.38945475,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003878,2938,1648,1369,1126,1240,2236,2676,75.9144028762926,102.61294937852394,0.28653625,0.33016062,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000522b,2554,1353,1224,1030,1067,2136,2522,75.36732914534848,103.78160841901526,0.33374962,0.3493367,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005239,2717,1506,1264,1042,1090,2045,2507,75.36732914534848,103.78160841901526,0.3046252,0.3249109,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001d1c,1745,1293,1375,1198,1189,1477,1696,75.7845493945152,100.97009615470606,0.108027,0.10429907,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042c7,2846,1491,1204,1068,1105,2674,3167,75.77804356607821,102.86623969566283,0.4151892,0.42918226,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003df2,2020,1565,1401,1165,1139,1356,1510,76.58881961512101,104.13190647957185,0.08697395,0.07576358,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003e08,1547,1170,1181,956,902,1093,1266,76.58881961512101,104.13190647957185,0.09573935,0.06686188,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002f66,1974,1626,1174,906,815,898,986,76.71547146234204,103.20428860562562,0.048453007,-0.0044345898,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002f84,1980,1605,1248,972,859,920,1041,76.71547146234204,103.20428860562562,0.034288928,-0.027484143,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002fc2,1894,1545,1241,934,832,868,967,76.71547146234204,103.20428860562562,0.02117647,-0.03662597,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000256e,2311,1207,1151,969,871,2337,2788,76.20481075060036,101.82186026063212,0.45698255,0.41379312,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003e06,2108,1364,1179,921,821,1234,1462,76.63994320869877,103.80875988532968,0.20097324,0.14524361,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003e12,2177,1472,1197,917,842,1298,1525,76.63994320869877,103.80875988532968,0.21308412,0.17200904,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000106e,1249,943,1715,1312,1069,849,894,78.49499613344805,102.19452963117386,-0.11470281,-0.21425267,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000107b,2014,1791,1563,1181,1011,973,1072,78.49499613344805,102.19452963117386,-0.019153226,-0.09656453,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001083,2188,1899,2019,1619,1492,1423,1491,78.49499613344805,102.19452963117386,-0.02367067,-0.064431295,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001092,2126,1916,1640,1250,1117,1072,1113,78.49499613344805,102.19452963117386,-0.020557333,-0.076658055,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010a9,2087,1830,1545,1185,1017,977,1042,78.49499613344805,102.19452963117386,-0.02006018,-0.09620722,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010ba,1868,1777,1520,1182,1007,940,1004,78.49499613344805,102.19452963117386,-0.034411915,-0.114043355,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010c2,2112,1929,1612,1264,1092,1029,1061,78.49499613344805,102.19452963117386,-0.02970297,-0.10248583,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010d4,2085,1912,1637,1279,1097,1029,1133,78.49499613344805,102.19452963117386,-0.031984948,-0.10831889,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001e69,2868,1474,1179,1103,963,2819,3323,74.86331695327749,100.22471728171308,0.49074563,0.43753186,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001e9d,2929,1514,1158,1057,1052,2866,3200,74.86331695327749,100.22471728171308,0.46299133,0.4611267,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004d63,1900,933,904,731,552,1938,2319,74.47763146676074,102.69042625932758,0.5566265,0.4522293,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004d7c,1206,537,930,707,503,1575,1873,74.47763146676074,102.69042625932758,0.51588064,0.38036808,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004d8c,579,263,924,637,420,878,979,74.47763146676074,102.69042625932758,0.35285053,0.1590759,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004d95,1953,960,948,786,582,2260,2647,74.47763146676074,102.69042625932758,0.59042925,0.48391333,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004dbc,2030,1002,977,815,625,2241,2637,74.47763146676074,102.69042625932758,0.5638521,0.46662304,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004dc7,1990,982,982,829,651,2259,2626,74.47763146676074,102.69042625932758,0.5525773,0.4630829,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004ddd,2043,973,949,787,643,2205,2584,74.47763146676074,102.69042625932758,0.54845506,0.47393048,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004dfa,2811,1738,1487,1266,1234,2568,3054,74.47763146676074,102.69042625932758,0.35086796,0.3395931,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fb,2593,1480,1280,1063,1043,1932,2252,75.48185669680518,96.86722822531891,0.29882354,0.29015025,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005048,1875,1513,1169,897,810,835,949,76.45083273302212,105.49078185280106,0.015197569,-0.035796765,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001fe9,1848,1033,1132,930,855,1575,1862,77.28875578927831,102.99040782359708,0.2962963,0.25748503,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002001,1546,838,1137,910,822,1580,1833,77.28875578927831,102.99040782359708,0.31557035,0.26907632,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002014,1643,935,1151,892,837,1586,1869,77.28875578927831,102.99040782359708,0.30912092,0.28006458,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000203d,1740,947,1164,917,856,1512,1792,77.28875578927831,102.99040782359708,0.27702704,0.24495678,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002043,1802,1037,1287,1026,958,1584,1893,77.28875578927831,102.99040782359708,0.24626279,0.2137931,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000037e,1343,616,1057,857,627,2445,2719,74.39800975835041,96.33910121475088,0.5917969,0.48092064,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002d41,2063,1667,1279,1004,887,904,989,74.82922266662284,101.09734998056929,0.009491904,-0.0524109,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002d60,2011,1690,1218,948,873,933,1028,74.82922266662284,101.09734998056929,0.03322259,-0.007974481,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002d85,1971,1650,1232,955,846,861,970,74.82922266662284,101.09734998056929,0.008787346,-0.051762115,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002d9a,1855,1566,1188,924,820,837,907,74.82922266662284,101.09734998056929,0.010259505,-0.04940375,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001e42,2688,1420,1181,1008,1041,2166,2509,75.08592419606761,100.01801565238061,0.35079515,0.36483932,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004579,2247,1700,1182,976,932,1120,1261,74.71361155361015,102.26550514264154,0.091617934,0.06870229,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000045ee,2198,1714,1314,1066,1016,1198,1321,74.71361155361015,102.26550514264154,0.082204156,0.058303885,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001faf,1891,1388,1228,888,788,938,1081,77.42726438620045,103.33691118915722,0.08690614,0.027382256,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001fc4,1958,1349,1262,943,828,959,1094,77.42726438620045,103.33691118915722,0.073307216,0.008412197,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001fd6,1764,1230,1195,901,794,885,1013,77.42726438620045,103.33691118915722,0.05419893,-0.008958567,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004418,1979,1556,1407,1175,1106,1353,1502,75.28514791293347,102.46080930968144,0.100447334,0.07041139,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004473,2233,1701,1259,1021,977,1084,1234,75.28514791293347,102.46080930968144,0.051916547,0.029928742,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ca8,3164,1565,1184,1029,1045,2451,2924,75.81056824916205,99.16975639988254,0.4021739,0.4086207,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f89,1884,1401,1196,891,797,881,1001,77.42744275024258,103.33781638667107,0.050059594,-0.0056433408,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f99,1782,1329,1155,858,728,819,939,77.42744275024258,103.33781638667107,0.05882353,-0.023255814,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001fcf,1866,1336,1261,958,821,899,1026,77.42744275024258,103.33781638667107,0.045348838,-0.031771675,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001fdc,1722,1234,1213,896,778,840,996,77.42744275024258,103.33781638667107,0.038318913,-0.032258064,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010e8,1890,1004,1104,887,841,1586,1800,76.2540392262304,100.5822836769868,0.30696332,0.28265265,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001e54,72,34,1056,810,535,283,283,74.88617876437853,100.32034270380423,-0.30806845,-0.4821592,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001e74,45,22,1030,826,598,252,224,74.88617876437853,100.32034270380423,-0.40705884,-0.53246754,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001e92,38,19,1045,832,538,222,216,74.88617876437853,100.32034270380423,-0.41578948,-0.57874763,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001e9c,29,15,1024,812,512,203,192,74.88617876437853,100.32034270380423,-0.43216783,-0.6,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ea2,23,17,1081,844,535,228,195,74.88617876437853,100.32034270380423,-0.4023591,-0.57462686,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001eb0,67,25,1187,938,653,317,307,74.88617876437853,100.32034270380423,-0.34639177,-0.4948207,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005b5d,2229,1218,1171,1014,942,2305,2636,74.1064558950719,105.00376329484476,0.4197721,0.38897258,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005b74,2344,1239,1139,986,937,2263,2583,74.1064558950719,105.00376329484476,0.414375,0.39304402,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005b94,2376,1302,1267,1053,1068,2185,2561,74.1064558950719,105.00376329484476,0.34337536,0.34959853,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000039e,1993,1288,1157,991,966,1804,2029,74.53465891013326,96.23970785226956,0.30252707,0.29087657,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004722,2621,1308,1036,888,835,2168,2610,74.15338793365943,101.87150789176117,0.44388944,0.41884816,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004735,2710,1363,1159,986,927,2277,2696,74.15338793365943,101.87150789176117,0.4213483,0.39564818,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004748,2660,1304,1060,935,872,2264,2656,74.15338793365943,101.87150789176117,0.44387755,0.41544232,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000477c,2705,1450,1112,946,929,2165,2575,74.15338793365943,101.87150789176117,0.39948288,0.39183542,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000478c,2832,1457,1140,1008,1015,2285,2732,74.15338793365943,101.87150789176117,0.38484848,0.3877923,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004798,2704,1359,1074,910,946,2091,2480,74.15338793365943,101.87150789176117,0.37701678,0.3935355,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000047a3,2779,1714,1320,1188,1314,2607,3197,74.15338793365943,101.87150789176117,0.32976282,0.37391305,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000420a,2426,1292,1144,977,923,2324,2752,75.91315878709868,103.10029790995821,0.43147522,0.40805817,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000011df,2834,1469,1246,1094,1063,2453,2945,75.67528804140261,99.65917841330665,0.3953356,0.38314068,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000011e7,2705,1377,1198,1039,1016,2296,2837,75.67528804140261,99.65917841330665,0.38647342,0.37691155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001216,2774,1429,1168,988,998,2265,2759,75.67528804140261,99.65917841330665,0.38829297,0.39256072,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000121e,2715,1410,1152,985,1000,2260,2737,75.67528804140261,99.65917841330665,0.38650307,0.39291218,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001227,1118,690,1375,1037,910,1605,1551,75.67528804140261,99.65917841330665,0.27634194,0.21498865,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000123e,2737,1486,1193,1013,1104,2195,2657,75.67528804140261,99.65917841330665,0.33070627,0.36845386,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001246,2887,1542,1291,1070,1155,2205,2698,75.67528804140261,99.65917841330665,0.3125,0.3465649,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000051ff,2504,1364,1230,1084,1055,2724,3018,75.37300558098951,104.41978604358233,0.44165123,0.43067226,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005227,1073,596,1343,1035,913,1299,1371,75.37300558098951,104.41978604358233,0.17450272,0.11311054,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000167f,581,461,1145,736,522,362,383,78.46300654249063,103.47723464020808,-0.18099548,-0.3406193,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005829,2750,1457,1181,1071,1030,2577,3061,75.23973642780518,105.64436667038491,0.42888826,0.41282895,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005888,2807,1510,1136,1028,1108,2387,2842,75.23973642780518,105.64436667038491,0.36595136,0.39795023,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005af9,2642,1630,1407,1209,1187,2289,2586,74.4063438182193,105.57373450969833,0.31703106,0.30874786,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005b21,2099,1272,1295,1030,1006,1750,2014,74.4063438182193,105.57373450969833,0.26995647,0.2589928,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a80,2538,1350,1099,960,905,2264,2652,74.96999202777909,101.9319064155301,0.42884192,0.4044665,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a94,2322,1260,1121,972,903,2187,2692,74.96999202777909,101.9319064155301,0.415534,0.3846154,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a99,2556,1382,1097,958,922,2270,2704,74.96999202777909,101.9319064155301,0.42230576,0.40644363,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003aa1,1746,940,1047,866,775,1806,2076,74.96999202777909,101.9319064155301,0.39945757,0.35179642,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003ab1,2577,1392,1099,964,928,2299,2645,74.96999202777909,101.9319064155301,0.42485282,0.4091327,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003abb,2422,1363,1250,1056,1017,2289,2630,74.96999202777909,101.9319064155301,0.384755,0.36860988,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003ad3,2564,1441,1122,975,970,2197,2477,74.96999202777909,101.9319064155301,0.3874329,0.3852459,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003ad7,2604,1437,1096,943,975,2147,2564,74.96999202777909,101.9319064155301,0.3754004,0.38964403,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003adf,2644,1433,1103,940,994,2117,2568,74.96999202777909,101.9319064155301,0.36097717,0.385018,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bc9,2343,1112,1068,945,850,2617,2985,74.18203319882676,97.6311569586942,0.5096625,0.4693992,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002ffa,2358,1384,1348,1148,1120,2143,2357,76.64200331338546,102.7274813890817,0.31351516,0.3023397,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000031aa,1743,936,1124,873,798,1380,1921,76.64200331338546,102.7274813890817,0.26721764,0.22503328,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002d46,2553,1249,1150,1024,975,2575,3068,74.8886312699579,100.5298892396088,0.45070422,0.43095306,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002d87,2645,1307,1131,985,1010,2568,3002,74.8886312699579,100.5298892396088,0.43543878,0.44553897,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001533,2192,1785,1863,1591,1581,1506,1593,78.61399170416031,103.61390162839517,-0.024295432,-0.027445916,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023d5,108,72,1209,873,690,540,534,76.37791751259618,102.18255694484535,-0.12195122,-0.2356688,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002403,80,20,1324,1089,868,433,389,76.37791751259618,102.18255694484535,-0.3343582,-0.43101183,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002435,311,286,1481,1272,1280,1089,1038,76.37791751259618,102.18255694484535,-0.08062474,-0.07750953,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000249f,59,34,1300,1070,895,456,396,76.37791751259618,102.18255694484535,-0.3249445,-0.4023591,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002523,162,118,1416,1175,1120,771,727,76.37791751259618,102.18255694484535,-0.18455844,-0.20760535,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002547,68,43,1288,1065,1019,775,730,76.37791751259618,102.18255694484535,-0.13600892,-0.1576087,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001255,185,103,1014,670,452,329,339,75.39725417251816,99.83133092767704,-0.1574904,-0.34134135,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004d5c,2072,1035,1061,921,757,2388,2722,74.52476416489567,102.3799122983698,0.51860094,0.44333637,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004d6a,1726,964,1179,1047,875,2130,2422,74.52476416489567,102.3799122983698,0.41763726,0.34088764,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004d73,2115,1067,1076,948,786,2447,2839,74.52476416489567,102.3799122983698,0.5137643,0.44153166,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004d84,1629,832,1083,915,738,2162,2266,74.52476416489567,102.3799122983698,0.49103448,0.40526485,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004d91,1959,1060,1074,957,805,2388,2725,74.52476416489567,102.3799122983698,0.495772,0.42780268,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004d9e,2006,1067,1261,1066,905,2427,2739,74.52476416489567,102.3799122983698,0.4567827,0.38963643,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004db3,2032,1119,1114,990,867,2417,2841,74.52476416489567,102.3799122983698,0.47198537,0.41884357,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004dbf,1958,1041,1124,977,869,2364,2605,74.52476416489567,102.3799122983698,0.4624188,0.41514516,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004dd4,2053,1072,1084,962,894,2336,2683,74.52476416489567,102.3799122983698,0.44643962,0.41661614,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004b36,2120,1336,1171,979,927,1617,1811,75.49568882827298,103.69700589472824,0.2712264,0.2457627,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016d0,727,408,1282,957,770,1110,1303,77.16895758037643,101.83141611418964,0.18085106,0.07402032,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016d7,1973,1205,1347,1102,1077,2217,2557,77.16895758037643,101.83141611418964,0.3460838,0.33594456,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016e2,601,355,1398,1018,846,1145,1298,77.16895758037643,101.83141611418964,0.1501758,0.058714747,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016e9,1245,622,1102,898,849,1885,2246,77.16895758037643,101.83141611418964,0.37893197,0.35465324,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001704,1464,784,1265,1017,997,1894,2266,77.16895758037643,101.83141611418964,0.31027326,0.30127105,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001e52,2372,1157,1154,1018,935,2614,3068,74.78207659118476,100.06984378392481,0.473091,0.43942732,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001e59,2336,1125,1137,989,891,2561,3025,74.78207659118476,100.06984378392481,0.48377752,0.4428169,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001e66,2344,1182,1152,1025,952,2596,3105,74.78207659118476,100.06984378392481,0.46335965,0.43385804,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001e77,2096,1136,1322,1146,1080,2632,3057,74.78207659118476,100.06984378392481,0.41810346,0.3933298,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001e83,2404,1218,1122,991,904,2712,3086,74.78207659118476,100.06984378392481,0.5,0.4647583,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001e8e,2313,1154,1086,949,892,2550,2938,74.78207659118476,100.06984378392481,0.4816967,0.45755932,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001e98,2354,1163,1073,939,886,2588,3007,74.78207659118476,100.06984378392481,0.48992515,0.46753615,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001eab,2473,1262,1120,991,988,2592,3000,74.78207659118476,100.06984378392481,0.4480447,0.44683227,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004b3e,2901,2249,1466,1317,1359,1849,2122,75.6427232264093,103.41833883349418,0.15274315,0.16803537,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
